,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Runes1,Items1,Spells1,Runes2,Items2,Spells2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration35+_total,duration35+_wins,duration35+_winrate,Allies0_winrate,Allies0_samples,Allies1_winrate,Allies1_samples,Allies2_winrate,Allies2_samples,Counters0_winrate,Counters0_samples,Counters1_winrate,Counters1_samples,Counters2_winrate,Counters2_samples,Allies0,Allies1,Allies2,Counters0,Counters1,Counters2
28,9.22.1,Fiora,114,Fiora,FALSE,TRUE,,,,,the Grand Duelist,"The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in...",Fighter',Assassin',Mana,10,4,2,3,Fiora.png,champion0.png,champion,384,96,48,48,550,85,300,40,345,33,3.5,32.1,1.25,150,8.5,0.55,8,0.7,0,0,68,3.3,3.2,0.69,Triumph,3074,SummonerFlash,CoupDeGrace,3078,SummonerTeleport,Conqueror,1055,SummonerDot,0.510146561,0.082205746,0.128058387,0.210264133,1.983476342,467,237,0.507494647,892,457,0.512331839,1060,553,0.521698113,724,355,0.490331492,405,208,0.513580247,0.7,97,0.683333333,97,0.636363636,97,0.35,120,0.35483871,120,0.361702128,120,Sion,Heimerdinger,Kayle,Braum,Taric,MonkeyKing
29,9.22.1,Fizz,105,Fizz,TRUE,,,TRUE,,,the Tidal Trickster,"Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales...",Assassin',Fighter',Mana,6,4,7,6,Fizz.png,champion0.png,champion,432,96,48,48,570,98,317.2,37,335,22.412,3.4,32.1,1.25,175,8,0.7,6,0.8,0,0,58.04,3,3.1,0.658,Electrocute,3020,SummonerFlash,SuddenImpact,3100,SummonerDot,EyeballCollection,3152,SummonerTeleport,0.531618759,0.076575533,0.144949027,0.22152456,2.490084169,410,228,0.556097561,811,438,0.540073983,999,506,0.506506507,673,350,0.520059435,412,235,0.57038835,0.717948718,75,0.714285714,75,0.684210526,75,0.272727273,78,0.380952381,78,0.391304348,78,Heimerdinger,Veigar,Gnar,KogMaw,Kennen,Ziggs
30,9.22.1,Galio,3,Galio,TRUE,,,TRUE,,TRUE,the Colossus,"Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the...",Tank',Mage',Mana,1,10,6,5,Galio.png,champion1.png,champion,0,0,48,48,562,112,500,40,335,24,3.5,32,1.25,150,8,0.8,9.5,0.7,0,0,59,3.5,1.5,0.625,Aftershock,3152,SummonerFlash,Overgrowth,3111,SummonerTeleport,BonePlating,1056,SummonerDot,0.514668039,0.045018536,0.009847081,0.054865616,1.886989646,218,111,0.509174312,438,233,0.53196347,598,314,0.525083612,415,204,0.491566265,274,138,0.503649635,0.714285714,50,0.714285714,50,0.708333333,50,0.3125,64,0.346153846,64,0.347826087,64,Ornn,Singed,Veigar,Taric,Kennen,Zoe
31,9.22.1,Gangplank,41,Gangplank,FALSE,TRUE,,,,,the Saltwater Scourge,"As unpredictable as he is brutal, the dethroned reaver king Gangplank is feared far and wide. Once, he ruled the port city of Bilgewater, and while his reign is over, there are those who believe this has only made him more dangerous. Gangplank would see...",Fighter',,Mana,7,6,4,9,Gangplank.png,champion1.png,champion,48,0,48,48,540,82,282,40,345,35,3,32.1,1.25,125,6,0.6,7.5,0.7,0,0,64,3,3.2,0.658,Demolish,3078,SummonerFlash,GraspOfTheUndying,3508,SummonerTeleport,BonePlating,3047,SummonerDot,0.495090016,0.056626506,0.017307692,0.073934198,1.929255587,294,157,0.534013605,522,279,0.534482759,734,357,0.486376022,521,241,0.462571977,373,176,0.471849866,0.7,79,0.689655172,79,0.684210526,79,0.25,68,0.28,68,0.30952381,68,Riven,Kindred,Taliyah,AurelionSol,Ziggs,Zoe
32,9.22.1,Garen,86,Garen,FALSE,TRUE,,TRUE,,,The Might of Demacia,"A proud and noble warrior, Garen fights as one of the Dauntless Vanguard. He is popular among his fellows, and respected well enough by his enemies—not least as a scion of the prestigious Crownguard family, entrusted with defending Demacia and its...",Fighter',Tank',None,7,7,1,5,Garen.png,champion1.png,champion,96,0,48,48,620,84,0,0,340,36,3,32.1,1.25,175,8,0.5,0,0,0,0,66,4.5,3.65,0.625,Triumph,3078,SummonerFlash,Conqueror,1054,SummonerTeleport,CoupDeGrace,3111,SummonerDot,0.514491175,0.106325301,0.222984245,0.329309546,2.231971665,561,288,0.513368984,1099,546,0.496815287,1323,681,0.514739229,967,510,0.527404343,639,336,0.525821596,0.7,147,0.6875,147,0.6875,147,0.4,140,0.41322314,140,0.421568627,140,Skarner,Nasus,Quinn,Yorick,Olaf,Sivir
33,9.22.1,Gnar,150,Gnar,TRUE,TRUE,,,,,the Missing Link,"Gnar is a primeval yordle whose playful antics can erupt into a toddler's outrage in an instant, transforming him into a massive beast bent on destruction. Frozen in True Ice for millennia, the curious creature broke free and now hops about a changed...",Fighter',Tank',Rage,6,5,5,8,Gnar.png,champion1.png,champion,144,0,48,48,510,65,100,0,325,32,2.5,30,0.5,175,4.5,1.75,0,0,0,0,59,3,6,0.625,Triumph,3071,SummonerFlash,LegendAlacrity,1055,SummonerTeleport,CoupDeGrace,3047,SummonerDot,0.491408935,0.026969416,0.0052595,0.032228916,1.810474632,144,71,0.493055556,239,124,0.518828452,366,170,0.464480874,255,126,0.494117647,160,81,0.50625,0.8,41,0.6875,41,0.684210526,41,0.277777778,25,0.3,25,0.30952381,25,AurelionSol,Galio,Fizz,Heimerdinger,Shen,Shaco
34,9.22.1,Gragas,79,Gragas,TRUE,,TRUE,,,TRUE,the Rabble Rouser,"Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he...",Fighter',Mage',Mana,4,7,6,5,Gragas.png,champion1.png,champion,192,0,48,48,600,95,400,47,330,35,3.6,32.1,1.25,125,5.5,0.5,6,0.8,0,0,64,3.5,2.05,0.675,EyeballCollection,1402,SummonerFlash,SuddenImpact,3020,SummonerSmite,Predator,3157,SummonerDot,0.434782609,0.050092678,0.006603336,0.056696015,1.822510823,277,114,0.411552347,493,197,0.39959432,672,291,0.433035714,448,212,0.473214286,272,126,0.463235294,0.7,48,0.692307692,48,0.603448276,48,0.230769231,59,0.258064516,59,0.268292683,59,Udyr,Vi,Fizz,Kalista,Quinn,RekSai
35,9.22.1,Graves,104,Graves,FALSE,,TRUE,,,,the Outlaw,"Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his...",Marksman',,Mana,8,5,3,3,Graves.png,champion1.png,champion,240,0,48,48,555,92,325,40,340,33,3.4,30,1,425,8,0.7,8,0.7,0,0,68,3,2.6,0.475,Triumph,1412,SummonerFlash,LegendAlacrity,3006,SummonerSmite,CoupDeGrace,3142,SummonerDot,0.519799727,0.050903614,0.007483781,0.058387396,2.273686061,270,128,0.474074074,521,283,0.54318618,639,334,0.522691706,487,243,0.498973306,280,154,0.55,0.727272727,63,0.6875,63,0.684210526,63,0.3,61,0.368421053,61,0.397058824,61,Taric,Warwick,Malzahar,Gnar,Talon,Velkoz
36,9.22.1,Hecarim,120,Hecarim,TRUE,TRUE,TRUE,,,,the Shadow of War,"Hecarim is a spectral fusion of man and beast, cursed to ride down the souls of the living for all eternity. When the Blessed Isles fell into shadow, this proud knight was obliterated by the destructive energies of the Ruination, along with all his...",Fighter',Tank',Mana,8,6,4,6,Hecarim.png,champion1.png,champion,288,0,48,48,580,90,277.2,40,345,36,4,32.1,1.25,175,7,0.75,6.5,0.6,0,0,66,3.2,2.5,0.67,Triumph,3078,SummonerSmite,Conqueror,3047,SummonerHaste,CoupDeGrace,3053,SummonerDot,0.510827533,0.059916589,0.042052827,0.101969416,2.340811353,307,147,0.478827362,623,309,0.495987159,776,425,0.547680412,540,273,0.505555556,340,167,0.491176471,0.8,83,0.68,83,0.658536585,83,0.321428571,79,0.333333333,79,0.352941176,79,Kalista,Fizz,Twitch,Taric,Corki,Taliyah
37,9.22.1,Heimerdinger,74,Heimerdinger,TRUE,TRUE,,TRUE,TRUE,,the Revered Inventor,"A brilliant yet eccentric yordle scientist, Professor Cecil B. Heimerdinger is one of the most innovative and esteemed inventors Piltover has ever known. Relentless in his work to the point of neurotic obsession, he thrives on answering the universe's...",Mage',Support',Mana,2,6,8,8,Heimerdinger.png,champion1.png,champion,336,0,48,48,488,87,385,20,340,19.04,3,30,0.5,550,7,0.55,8,0.8,0,0,55.536,2.7,1.36,0.625,ManaflowBand,3020,SummonerFlash,ArcaneComet,3285,SummonerTeleport,Scorch,3157,SummonerDot,0.530571992,0.046987952,0.01746988,0.064457831,1.875045537,234,117,0.5,472,254,0.538135593,596,324,0.543624161,445,227,0.51011236,281,154,0.548042705,0.833333333,73,0.717948718,73,0.683333333,73,0.238095238,64,0.333333333,64,0.360655738,64,Ziggs,Fizz,Fiora,Taric,Sion,Twitch
38,9.22.1,Illaoi,420,Illaoi,FALSE,TRUE,,,,,the Kraken Priestess,"Illaoi's powerful physique is dwarfed only by her indomitable faith. As the prophet of the Great Kraken, she uses a huge, golden idol to rip her foes' spirits from their bodies and shatter their perception of reality. All who challenge the “Truth Bearer...",Fighter',Tank',Mana,8,6,3,4,Illaoi.png,champion1.png,champion,384,0,48,48,585.6,95,300,40,340,35,3.8,32.1,1.25,125,9.5,0.8,7.5,0.75,0,0,68,5,2.5,0.571,Kleptomancy,3071,SummonerFlash,BiscuitDelivery,3053,SummonerTeleport,MagicalFootwear,3111,SummonerDot,0.496890117,0.033526413,0.044694161,0.078220575,1.827473807,164,87,0.530487805,337,166,0.492581602,422,206,0.488151659,306,157,0.513071895,218,103,0.472477064,0.722222222,40,0.7,40,0.666666667,40,0.277777778,46,0.306122449,46,0.314285714,46,Shyvana,Bard,Vladimir,Taric,Malzahar,Chogath
39,9.22.1,Irelia,39,Irelia,TRUE,TRUE,,TRUE,,,the Blade Dancer,"The Noxian occupation of Ionia produced many heroes, none more unlikely than young Irelia of Navori. Trained in the ancient dances of her province, she adapted her art for war, using the graceful and carefully practised movements to levitate a host of...",Fighter',Assassin',Mana,7,4,5,5,Irelia.png,champion1.png,champion,432,0,48,48,580,95,350,30,335,36,3,32,1.25,200,8.5,0.85,8,0.8,0,0,63,4,2.5,0.656,Triumph,3078,SummonerFlash,Conqueror,3111,SummonerTeleport,CoupDeGrace,3053,SummonerDot,0.457098884,0.060217794,0.037604263,0.097822057,2.057650222,336,155,0.461309524,669,304,0.454409567,795,350,0.440251572,493,236,0.478701826,306,143,0.467320261,0.785714286,70,0.64,70,0.636363636,70,0.313432836,84,0.314285714,84,0.321428571,84,Quinn,Gangplank,Illaoi,DrMundo,Varus,Sejuani
40,9.22.1,Ivern,427,Ivern,TRUE,,TRUE,,,,the Green Father,"Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow...",Support',Mage',Mana,3,5,7,7,Ivern.png,champion1.png,champion,0,48,48,48,585,95,450,60,330,27,3.5,32.1,1.25,475,7,0.85,6,0.75,0,0,50,3,3.4,0.644,CosmicInsight,3117,SummonerFlash,FuturesMarket,3504,SummonerSmite,SummonAery,3174,SummonerExhaust,0.4625,0.009267841,0.002038925,0.011306766,1.519722814,47,14,0.29787234,88,38,0.431818182,132,68,0.515151515,78,38,0.487179487,55,27,0.490909091,0.818181818,15,0.8,15,0.733333333,15,0.166666667,9,0.2,9,0.2,9,Annie,Rengar,Akali,DrMundo,Illaoi,Sivir
41,9.22.1,Janna,40,Janna,TRUE,,,,,TRUE,the Storm's Fury,"Armed with the power of Runeterra's gales, Janna is a mysterious, elemental wind spirit who protects the dispossessed of Zaun. Some believe she was brought into existence by the pleas of Runeterra's sailors who prayed for fair winds as they navigated...",Support',Mage',Mana,3,5,7,7,Janna.png,champion1.png,champion,48,48,48,48,500,70,350,64,315,28,3.8,30,0.5,550,5.5,0.55,11.5,0.4,0,0,46,1.5,2.95,0.625,ManaflowBand,3117,SummonerFlash,Scorch,3504,SummonerDot,Celerity,3107,SummonerExhaust,0.511422977,0.070991659,0.005560704,0.076552363,1.368763849,387,182,0.470284238,788,421,0.534263959,899,459,0.510567297,613,321,0.52365416,377,184,0.48806366,0.705882353,3,0.666666667,3,0.639175258,3,0.306122449,96,0.347826087,96,0.378378378,96,AurelionSol,Morgana,Tryndamere,Quinn,Taric,Fiddlesticks
42,9.22.1,JarvanIV,59,Jarvan IV,TRUE,,TRUE,,,,the Exemplar of Demacia,"Prince Jarvan, scion of the Lightshield dynasty, is heir apparent to the throne of Demacia. Raised to be a paragon of his nation's greatest virtues, he is forced to balance the heavy expectations placed upon him with his own desire to fight on the front...",Tank',Fighter',Mana,6,8,3,5,JarvanIV.png,champion1.png,champion,96,48,48,48,570,90,300,40,340,34,3.6,32.1,1.25,175,8,0.7,6.5,0.45,0,0,64,3.4,2.5,0.658,Triumph,3071,SummonerFlash,CoupDeGrace,3111,SummonerSmite,SuddenImpact,1400,SummonerDot,0.488134728,0.090801668,0.017747915,0.108549583,1.972353834,504,245,0.486111111,942,466,0.494692144,1139,563,0.49429324,817,399,0.488372093,517,240,0.464216634,0.772727273,146,0.705882353,146,0.678571429,146,0.315789474,113,0.36,113,0.363636364,113,Quinn,Olaf,Ziggs,Ivern,AurelionSol,TahmKench
43,9.22.1,Jax,24,Jax,TRUE,TRUE,TRUE,,,,Grandmaster at Arms,"Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained...",Fighter',Assassin',Mana,7,5,7,5,Jax.png,champion1.png,champion,144,48,48,48,592.8,85,338.8,32,350,36,3,32.1,1.25,125,8.5,0.55,7.576,0.7,0,0,68,3.375,3.4,0.638,Triumph,3078,SummonerFlash,Conqueror,3161,SummonerTeleport,CoupDeGrace,3111,SummonerSmite,0.50301769,0.111329935,0.212928638,0.324258573,2.043450975,614,277,0.451140065,1173,560,0.477408355,1389,725,0.521958243,1006,519,0.515904573,623,336,0.539325843,0.736842105,165,0.676470588,165,0.653846154,165,0.380952381,145,0.382352941,145,0.401785714,145,Yorick,KogMaw,Urgot,Skarner,Ziggs,Xerath
44,9.22.1,Jayce,126,Jayce,TRUE,TRUE,,TRUE,,,the Defender of Tomorrow,"Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his...",Fighter',Marksman',Mana,8,4,3,7,Jayce.png,champion1.png,champion,192,48,48,48,560,90,357.2,37,335,27,3.5,30,0.5,125,6,0.6,6,0.8,0,0,54,4.25,3,0.658,RavenousHunter,3142,SummonerFlash,TasteOfBlood,3071,SummonerTeleport,BiscuitDelivery,3147,SummonerDot,0.465373961,0.025092678,0.006696015,0.031788693,1.923808015,134,58,0.432835821,264,115,0.435606061,329,159,0.483282675,207,106,0.512077295,149,66,0.44295302,0.642857143,27,0.62962963,27,0.615384615,27,0.090909091,28,0.2,28,0.233333333,28,Darius,Brand,Rumble,Taliyah,Maokai,Nasus
45,9.22.1,Jhin,202,Jhin,TRUE,,,,TRUE,,the Virtuoso,"Jhin is a meticulous criminal psychopath who believes murder is art. Once an Ionian prisoner, but freed by shadowy elements within Ionia's ruling council, the serial killer now works as their cabal's assassin. Using his gun as his paintbrush, Jhin...",Marksman',Mage',Mana,10,2,6,6,Jhin.png,champion1.png,champion,240,48,48,48,556,91,300,50,330,24,3.5,30,0.5,550,3.75,0.55,6,0.8,0,0,59,4.7,0,0.625,CoupDeGrace,3031,SummonerFlash,Triumph,3094,SummonerHeal,FleetFootwork,3009,SummonerBarrier,0.519980427,0.142052827,0.011700649,0.153753475,2.329543957,742,376,0.506738544,1372,718,0.523323615,1798,958,0.532814238,1319,691,0.523881729,900,445,0.494444444,0.733333333,231,0.653061224,231,0.62962963,231,0.392857143,183,0.408284024,183,0.441717791,183,Jinx,AurelionSol,MissFortune,Udyr,Warwick,Graves
46,9.22.1,Jinx,222,Jinx,TRUE,,,,TRUE,,the Loose Cannon,"A manic and impulsive criminal from Zaun, Jinx lives to wreak havoc without care for the consequences. With an arsenal of deadly weapons, she unleashes the loudest blasts and brightest explosions to leave a trail of mayhem and panic in her wake. Jinx...",Marksman',,Mana,9,2,4,6,Jinx.png,champion1.png,champion,288,48,48,48,581,84,245,45,325,28,3.5,30,0.5,525,3.75,0.5,6.7,1,0,0,57,3.4,1,0.625,CoupDeGrace,3031,SummonerFlash,Triumph,3006,SummonerHeal,LegendBloodline,3085,SummonerBoost,0.51600132,0.140454124,0.013994439,0.154448563,2.18004807,750,394,0.525333333,1450,787,0.542758621,1752,894,0.510273973,1321,643,0.48675246,789,410,0.51964512,0.733333333,144,0.6875,144,0.64,144,0.40625,192,0.413793103,192,0.42,192,Jhin,Corki,Taric,Kennen,Ivern,Taliyah
47,9.22.1,Kaisa,145,Kai'Sa,FALSE,,,,TRUE,,Daughter of the Void,"Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered...",Marksman',,Mana,8,5,3,6,Kaisa.png,champion1.png,champion,336,48,48,48,571,86,344.88,38,335,28,3,30,0.5,525,3.5,0.55,8.2,0.45,0,0,59,1.7,1.8,0.644,CoupDeGrace,3006,SummonerFlash,Triumph,3124,SummonerHeal,PressTheAttack,3042,SummonerTeleport,0.464239913,0.23487025,0.110843373,0.345713624,2.25887246,1251,579,0.462829736,2499,1100,0.44017607,3015,1384,0.459038143,2135,1030,0.482435597,1237,613,0.495553759,0.612903226,251,0.549019608,251,0.545454545,251,0.376712329,280,0.378737542,280,0.379844961,280,AurelionSol,Nami,Corki,Udyr,Malzahar,Quinn
48,9.22.1,Kalista,429,Kalista,FALSE,,,,TRUE,,the Spear of Vengeance,"A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...",Marksman',,Mana,8,2,4,7,Kalista.png,champion1.png,champion,384,48,48,48,534,89,250,45,325,23,3.5,30,0.5,525,3.75,0.55,6.3,0.4,0,0,69,4,4,0.694,LegendAlacrity,3006,SummonerFlash,Triumph,3153,SummonerHeal,RavenousHunter,3085,SummonerBoost,0.449355433,0.012581094,0.001482854,0.014063948,2.188388267,78,32,0.41025641,145,65,0.448275862,156,76,0.487179487,99,41,0.414141414,65,30,0.461538462,0.8,5,0.727272727,5,0.6875,5,0.105263158,30,0.181818182,30,0.2,30,Hecarim,Syndra,Swain,Brand,Viktor,Rammus
49,9.22.1,Karma,43,Karma,TRUE,TRUE,,,,TRUE,the Enlightened One,"No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...",Mage',Support',Mana,1,7,8,5,Karma.png,champion1.png,champion,432,48,48,48,534,95,374,50,335,26,3.8,30,0.5,525,5.5,0.55,11.5,0.5,0,0,53.544,3.3,2.3,0.625,ManaflowBand,3504,SummonerFlash,Scorch,3020,SummonerDot,SummonAery,3092,SummonerTeleport,0.459036898,0.037048193,0.002734013,0.039782206,1.46507917,177,76,0.429378531,397,166,0.41813602,483,239,0.494824017,329,156,0.474164134,213,97,0.455399061,0.681818182,7,0.65,7,0.642857143,7,0.153846154,55,0.166666667,55,0.25,55,Warwick,Cassiopeia,Kennen,Neeko,Taric,Udyr
50,9.22.1,Karthus,30,Karthus,FALSE,,TRUE,,,,the Deathsinger,"The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...",Mage',,Mana,2,2,10,7,Karthus.png,champion1.png,champion,0,96,48,48,528,87,467,30.5,335,20.88,3.5,30,0.5,450,6.5,0.55,8,0.8,0,0,45.66,3.25,2.11,0.625,DarkHarvest,3020,SummonerFlash,EyeballCollection,1402,SummonerSmite,PresenceOfMind,3165,SummonerTeleport,0.485775249,0.03257646,0.024606117,0.057182576,2.145497312,184,105,0.570652174,319,149,0.467084639,396,201,0.507575758,306,133,0.434640523,201,95,0.472636816,0.818181818,16,0.695652174,16,0.692307692,16,0.263157895,28,0.35,28,0.352941176,28,Nunu,Bard,Vi,Sejuani,Velkoz,Mordekaiser
51,9.22.1,Kassadin,38,Kassadin,FALSE,,,TRUE,,,the Void Walker,"Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...",Assassin',Mage',Mana,3,5,8,8,Kassadin.png,champion1.png,champion,48,96,48,48,576,90,397.6,67,340,19,2.8,30,0.5,150,6,0.5,6,0.8,0,0,58.852,3.9,3.7,0.64,RavenousHunter,3027,SummonerFlash,CoupDeGrace,3040,SummonerTeleport,TasteOfBlood,3020,SummonerDot,0.518900344,0.053938832,0.075046339,0.128985171,2.419187933,341,160,0.469208211,602,283,0.470099668,689,367,0.532656023,435,241,0.554022989,261,157,0.601532567,0.769230769,56,0.769230769,56,0.727272727,56,0.117647059,53,0.323529412,53,0.344827586,53,Syndra,Zed,MonkeyKing,Taliyah,Kindred,Braum
52,9.22.1,Katarina,55,Katarina,FALSE,,,TRUE,,,the Sinister Blade,"Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...",Assassin',Mage',None,4,3,9,8,Katarina.png,champion1.png,champion,96,96,48,48,602,94,0,0,340,27.88,3.5,32.1,1.25,125,7.5,0.7,0,0,0,0,58,3.2,2.74,0.658,Triumph,3146,SummonerFlash,SuddenImpact,3020,SummonerDot,RavenousHunter,3157,SummonerTeleport,0.511172089,0.059105653,0.052780352,0.111886006,2.366304073,320,158,0.49375,604,318,0.526490066,767,393,0.512385919,564,296,0.524822695,296,139,0.469594595,0.727272727,78,0.666666667,78,0.659090909,78,0.217391304,81,0.260869565,81,0.307692308,81,Taliyah,Kennen,Udyr,AurelionSol,Taric,Skarner
53,9.22.1,Kayle,10,Kayle,FALSE,TRUE,,TRUE,,,the Righteous,"Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many years—until Kayle became disillusioned...",Fighter',Support',Mana,6,6,7,7,Kayle.png,champion1.png,champion,144,96,48,48,600,85,330,50,335,26,3,34,0.5,175,5,0.5,8,0.8,0,0,50,2.5,1.5,0.625,Kleptomancy,3006,SummonerFlash,BiscuitDelivery,3146,SummonerTeleport,MagicalFootwear,3115,SummonerDot,0.525775194,0.119555144,0.295667285,0.415222428,1.886769614,630,306,0.485714286,1263,634,0.501979414,1560,809,0.518589744,1096,605,0.552007299,611,359,0.587561375,0.696969697,128,0.658536585,128,0.65625,128,0.294117647,162,0.327272727,162,0.4,162,Rumble,Heimerdinger,Camille,KogMaw,Taric,Ziggs
54,9.22.1,Kayn,141,Kayn,TRUE,,TRUE,,,,the Shadow Reaper,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...",Fighter',Assassin',Mana,10,6,1,8,Kayn.png,champion1.png,champion,192,96,48,48,585,85,410,50,340,38,3.3,32.1,1.25,175,8,0.75,11.5,0.95,0,0,68,3.3,2.7,0.669,Triumph,1400,SummonerFlash,SuddenImpact,3071,SummonerSmite,RavenousHunter,3111,SummonerDot,0.506885379,0.114411492,0.093072289,0.207483781,2.201543589,533,250,0.469043152,1178,576,0.488964346,1450,742,0.511724138,1101,577,0.524069028,676,358,0.529585799,0.7,157,0.666666667,157,0.657142857,157,0.391891892,131,0.413043478,131,0.419354839,131,AurelionSol,Rengar,Nocturne,Sona,Cassiopeia,Azir
55,9.22.1,Kennen,85,Kennen,TRUE,TRUE,,TRUE,,,the Heart of the Tempest,"More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...",Mage',Marksman',Energy,6,4,7,4,Kennen.png,champion1.png,champion,240,96,48,48,541,84,200,0,335,29,3.75,30,0.5,550,5.5,0.65,50,0,0,0,48,3.75,3.4,0.625,TasteOfBlood,3020,SummonerFlash,CosmicInsight,3152,SummonerTeleport,RavenousHunter,3157,SummonerDot,0.512786885,0.035333642,0.020574606,0.055908248,1.979207026,180,105,0.583333333,347,169,0.4870317,457,238,0.520787746,328,164,0.5,213,106,0.497652582,0.7,38,0.692307692,38,0.681818182,38,0.263157895,52,0.333333333,52,0.347826087,52,Mordekaiser,MonkeyKing,Neeko,Maokai,Jayce,Taric
56,9.22.1,Khazix,121,Kha'Zix,FALSE,,TRUE,,,,the Voidreaver,"The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...",Assassin',,Mana,9,4,3,6,Khazix.png,champion1.png,champion,288,96,48,48,572.8,85,327.2,40,350,36,3,32.1,1.25,125,7.5,0.75,7.59,0.5,0,0,63,3.1,2.7,0.668,SuddenImpact,3147,SummonerFlash,EyeballCollection,1400,SummonerSmite,RavenousHunter,3047,SummonerDot,0.514235569,0.118813716,0.211376274,0.330189991,2.483586369,576,282,0.489583333,1238,634,0.512116317,1500,760,0.506666667,1091,585,0.536205316,723,376,0.520055325,0.64,134,0.629032258,134,0.627118644,134,0.4,139,0.401515152,139,0.411764706,139,MonkeyKing,Maokai,Ziggs,Nunu,Warwick,AurelionSol
