Rank,Type,SubType,Value,Role,version,id,key,name,HardCCs,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Items0,Items1,Items2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration35+_total,duration35+_wins,duration35+_winrate,Allies0_winrate,Allies0_samples,Allies1_winrate,Allies1_samples,Allies2_winrate,Allies2_samples,Counters0_winrate,Counters0_samples,Counters1_winrate,Counters1_samples,Counters2_winrate,Counters2_samples
0,Allies,Allies0,Quinn,Jungle,9.22.1,Warwick,19,Warwick,TRUE,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...",Fighter',Tank',Mana,9,5,3,3,Warwick.png,champion4.png,champion,144,48,48,48,550,85,280,35,335,33,3.2,32.1,1.25,125,4,0.75,7.466,0.575,0,0,65,3,2.3,0.638,3748,1401,3047,0.527109662,0.056835032,0.013253012,0.070088044,2.139443074,335,185,0.552238806,608,336,0.552631579,702,367,0.522792023,497,247,0.496981891,311,158,0.508038585,0.714285714,70,0.714285714,70,0.6875,70,0.2,67,0.305555556,67,0.307692308,67
0,Allies,Allies0,Sion,Jungle,9.22.1,XinZhao,5,Xin Zhao,TRUE,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",Fighter',Assassin',Mana,8,6,3,2,XinZhao.png,champion4.png,champion,288,48,48,48,570,92,273.8,35,345,35,3.5,32.1,1.25,175,8,0.7,7.256,0.45,0,0,66,3,3.5,0.645,1412,3078,3111,0.495055265,0.039828545,0.007715477,0.047544022,2.011660674,232,121,0.521551724,392,197,0.50255102,515,258,0.500970874,358,170,0.474860335,222,105,0.472972973,0.6875,49,0.666666667,49,0.666666667,49,0.266666667,56,0.285714286,56,0.3,56
0,Allies,Allies0,Elise,Jungle,9.22.1,Zac,154,Zac,TRUE,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...",Tank',Fighter',None,3,7,7,8,Zac.png,champion4.png,champion,0,96,48,48,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,0,0,60,3.4,1.6,0.736,1401,3065,3083,0.523685354,0.053313253,0.024907322,0.078220575,2.035962276,276,151,0.547101449,548,297,0.541970803,708,377,0.532485876,475,233,0.490526316,294,147,0.5,0.75,69,0.692307692,69,0.685714286,69,0.341463415,56,0.344827586,56,0.35,56
0,Allies,Allies0,Ivern,Mid,9.22.1,Aatrox,266,Aatrox,TRUE,the Darkin Blade,"Once honored defenders of Shurima against the Void, Aatrox and his brethren would eventually become an even greater threat to Runeterra, and were defeated only by cunning mortal sorcery. But after centuries of imprisonment, Aatrox was the first to find...",Fighter',Tank',Blood Well,8,4,3,4,Aatrox.png,champion0.png,champion,0,0,48,48,580,90,0,0,345,38,3.25,32.1,1.25,175,3,1,0,0,0,0,60,5,2.5,0.651,3071,3812,3047,0.458192568,0.054865616,0.050231696,0.105097312,1.906692308,336,171,0.508928571,582,276,0.474226804,662,291,0.439577039,510,216,0.423529412,278,131,0.471223022,0.666666667,76,0.619047619,76,0.615384615,76,0.166666667,64,0.25,64,0.294117647,64
0,Allies,Allies0,Sylas,Mid,9.22.1,Ahri,103,Ahri,TRUE,the Nine-Tailed Fox,"Innately connected to the latent power of Runeterra, Ahri is a vastaya who can reshape magic into orbs of raw energy. She revels in toying with her prey by manipulating their emotions before devouring their life essence. Despite her predatory nature...",Mage',Assassin',Mana,3,4,8,5,Ahri.png,champion0.png,champion,48,0,48,48,526,92,418,25,330,20.88,3.5,30,0.5,550,6.5,0.6,8,0.8,0,0,53.04,3,2,0.668,3020,3285,1056,0.519350811,0.092794254,0.052826691,0.145620945,2.166886812,464,257,0.55387931,874,470,0.537757437,1171,609,0.520068318,880,438,0.497727273,616,306,0.496753247,0.7,86,0.692307692,86,0.673913043,86,0.357142857,128,0.392156863,128,0.392857143,128
0,Allies,Allies0,Ivern,Mid,9.22.1,Akali,84,Akali,FALSE,the Rogue Assassin,"Abandoning the Kinkou Order and her title of the Fist of Shadow, Akali now strikes alone, ready to be the deadly weapon her people need. Though she holds onto all she learned from her master Shen, she has pledged to defend Ionia from its enemies, one...",Assassin',,Energy,5,3,8,7,Akali.png,champion0.png,champion,96,0,48,48,575,95,200,0,345,23,3.5,37,1.25,125,8,0.5,50,0,0,0,62.4,3.3,3.2,0.625,3146,3020,3157,0.463134658,0.104958295,0.193489342,0.298447637,2.229856936,568,262,0.461267606,982,483,0.49185336,1365,596,0.436630037,978,464,0.474437628,637,293,0.459968603,0.733333333,124,0.681818182,124,0.617647059,124,0.344262295,108,0.347826087,108,0.355932203,108
0,Allies,Allies0,Yorick,Mid,9.22.1,Anivia,34,Anivia,TRUE,the Cryophoenix,"Anivia is a benevolent winged spirit who endures endless cycles of life, death, and rebirth to protect the Freljord. A demigod born of unforgiving ice and bitter winds, she wields those elemental powers to thwart any who dare disturb her homeland...",Mage',Support',Mana,1,4,10,10,Anivia.png,champion0.png,champion,240,0,48,48,480,82,495,25,325,21.22,4,30,0.5,600,5.5,0.55,8,0.8,0,0,51.376,3.2,1.68,0.625,3027,3020,3040,0.508650519,0.026784059,0.011793327,0.038577386,2.148491422,113,54,0.477876106,253,130,0.513833992,371,187,0.504043127,254,136,0.535433071,165,81,0.490909091,0.846153846,28,0.714285714,28,0.692307692,28,0.173913043,37,0.222222222,37,0.275862069,37
0,Allies,Allies0,Ivern,Mid,9.22.1,Annie,1,Annie,TRUE,the Dark Child,"Dangerous, yet disarmingly precocious, Annie is a child mage with immense pyromantic power. Even in the shadows of the mountains north of Noxus, she is a magical outlier. Her natural affinity for fire manifested early in life through unpredictable...",Mage',,Mana,2,3,10,6,Annie.png,champion0.png,champion,288,0,48,48,524,88,418,25,335,19.22,4,30,0.5,625,5.5,0.55,8,0.8,0,0,50.41,2.625,1.36,0.579,3020,3285,1056,0.491547464,0.035634847,0.010982391,0.046617238,2.044591151,183,85,0.464480874,376,193,0.513297872,454,226,0.497797357,318,154,0.48427673,207,98,0.473429952,0.818181818,29,0.739130435,29,0.694444444,29,0.3,49,0.307692308,49,0.3125,49
0,Allies,Allies0,Gnar,Mid,9.22.1,AurelionSol,136,Aurelion Sol,TRUE,The Star Forger,"Aurelion Sol once graced the vast emptiness of the cosmos with celestial wonders of his own devising. Now, he is forced to wield his awesome power at the behest of a space-faring empire that tricked him into servitude. Desiring a return to his...",Mage',,Mana,2,3,8,7,AurelionSol.png,champion0.png,champion,384,0,48,48,575,92,350,50,325,19,3.6,30,0.5,550,7,0.6,6,0.8,0,0,57,3.2,1.36,0.625,3027,3116,2033,0.551903114,0.01339203,0.0028962,0.01628823,2.100097815,84,45,0.535714286,137,77,0.562043796,163,96,0.588957055,114,62,0.543859649,80,39,0.4875,0.8,17,0.8,17,0.8,17,0.294117647,14,0.307692308,14,0.307692308,14
0,Allies,Allies0,Zyra,Mid,9.22.1,Azir,268,Azir,TRUE,the Emperor of the Sands,"Azir was a mortal emperor of Shurima in a far distant age, a proud man who stood at the cusp of immortality. His hubris saw him betrayed and murdered at the moment of his greatest triumph, but now, millennia later, he has been reborn as an Ascended...",Mage',Marksman',Mana,6,3,8,9,Azir.png,champion0.png,champion,432,0,48,48,552,92,438,21,335,19.04,3,30,0.5,525,7,0.75,8,0.8,0,0,52,2.8,3,0.625,3020,3115,1056,0.457142857,0.011353105,0.002664504,0.014017609,1.984569063,53,24,0.452830189,118,49,0.415254237,148,66,0.445945946,102,50,0.490196078,69,35,0.507246377,0.692307692,13,0.689655172,13,0.666666667,13,0.083333333,10,0.230769231,10,0.266666667,10
0,Allies,Allies0,AurelionSol,Mid,9.22.1,Camille,164,Camille,TRUE,the Steel Shadow,"Weaponized to operate outside the boundaries of the law, Camille is the Principal Intelligencer of Clan Ferros—an elegant and elite agent who ensures the Piltover machine and its Zaunite underbelly runs smoothly. Adaptable and precise, she views sloppy...",Fighter',Tank',Mana,8,6,3,4,Camille.png,champion0.png,champion,240,48,48,48,575.6,85,338.8,32,340,35,3.8,32.1,1.25,125,8.5,0.8,8.15,0.75,0,0,68,3.5,2.5,0.644,3078,3074,3047,0.479938272,0.060055607,0.014179796,0.074235403,1.971349536,375,181,0.482666667,677,340,0.502215657,729,331,0.454046639,533,264,0.495309568,278,128,0.460431655,0.736842105,57,0.7,57,0.68,57,0.28125,61,0.329268293,61,0.351351351,61
0,Allies,Allies0,MonkeyKing,Mid,9.22.1,Cassiopeia,69,Cassiopeia,TRUE,the Serpent's Embrace,"Cassiopeia is a deadly creature bent on manipulating others to her sinister will. Youngest and most beautiful daughter of the noble Du Couteau family of Noxus, she ventured deep into the crypts beneath Shurima in search of ancient power. There, she was...",Mage',,Mana,2,3,9,10,Cassiopeia.png,champion0.png,champion,288,48,48,48,575,90,350,40,328,20,3.5,30,0.5,550,5.5,0.5,8,0.8,0,0,53,3,1.5,0.647,3040,3116,1056,0.509624198,0.025278035,0.008109361,0.033387396,2.057325915,132,50,0.378787879,261,129,0.494252874,305,162,0.531147541,246,136,0.552845528,147,79,0.537414966,0.8,19,0.7,19,0.685714286,19,0.259259259,27,0.275,27,0.342857143,27
0,Allies,Allies0,Shen,Mid,9.22.1,Chogath,31,Cho'Gath,TRUE,the Terror of the Void,"From the moment Cho'Gath first emerged into the harsh light of Runeterra's sun, the beast was driven by the most pure and insatiable hunger. A perfect expression of the Void's desire to consume all life, Cho'Gath's complex biology quickly converts...",Tank',Mage',Mana,3,7,7,5,Chogath.png,champion0.png,champion,336,48,48,48,574.4,80,272.2,40,345,38,3.5,32.1,1.25,125,9,0.85,7.206,0.45,0,0,69,4.2,1.44,0.625,3111,3047,3800,0.487721302,0.040569972,0.007043559,0.047613531,2.031055901,189,99,0.523809524,417,206,0.494004796,499,220,0.440881764,387,196,0.506459948,259,133,0.513513514,0.714285714,56,0.6875,56,0.666666667,56,0.294117647,47,0.327272727,47,0.333333333,47
0,Allies,Allies0,Varus,Mid,9.22.1,Corki,42,Corki,FALSE,the Daring Bombardier,"The yordle pilot Corki loves two things above all others: flying, and his glamorous mustache... though not necessarily in that order. After leaving Bandle City, he settled in Piltover and fell in love with the wondrous machines he found there. He...",Marksman',,Mana,8,3,6,6,Corki.png,champion0.png,champion,384,48,48,48,518,87,350.16,34,325,28,3.5,30,0.5,550,5.5,0.55,7.424,0.55,0,0,55,2.5,2.3,0.638,3078,3020,1055,0.435185185,0.007506951,0.001645042,0.009151993,2.137829912,49,23,0.469387755,66,33,0.5,98,40,0.408163265,64,25,0.390625,47,20,0.425531915,0.7,10,0.6875,10,0.6875,10,0.166666667,8,0.2,8,0.230769231,8
0,Allies,Allies0,Malzahar,Mid,9.22.1,Diana,131,Diana,TRUE,Scorn of the Moon,"Bearing her crescent moonblade, Diana fights as a warrior of the Lunari—a faith all but quashed in the lands around Mount Targon. Clad in shimmering armor the color of winter snow at night, she is a living embodiment of the silver moon's power. Imbued...",Fighter',Mage',Mana,7,6,8,4,Diana.png,champion0.png,champion,0,96,48,48,594,95,372,20,345,31,3.6,32.1,1.25,150,7.5,0.85,8,0.8,0,0,53.04,3,2.25,0.625,3020,3089,1056,0.492090637,0.054193698,0.026992586,0.081186284,2.196370107,275,160,0.581818182,579,291,0.502590674,670,320,0.47761194,513,240,0.467836257,302,140,0.463576159,0.692307692,56,0.6875,56,0.680851064,56,0.263157895,74,0.333333333,74,0.333333333,74
0,Allies,Allies0,Taliyah,Mid,9.22.1,Ekko,245,Ekko,TRUE,the Boy Who Shattered Time,"A prodigy from the rough streets of Zaun, Ekko manipulates time to twist any situation to his advantage. Using his own invention, the Zero Drive, he explores the branching possibilities of reality to craft the perfect moment. Though he revels in this...",Assassin',Fighter',Mana,5,3,7,8,Ekko.png,champion0.png,champion,144,96,48,48,585,85,280,50,340,32,3,32,1.25,125,9,0.9,7,0.8,0,0,58,3,3.3,0.688,3020,3152,3100,0.531934307,0.203151066,0.419995366,0.623146432,2.387805619,1075,559,0.52,2041,1149,0.562959334,2525,1337,0.52950495,1922,1015,0.528095734,1205,604,0.501244813,0.638297872,230,0.635416667,230,0.630136986,230,0.389705882,243,0.441558442,243,0.446428571,243
0,Allies,Allies0,Draven,Mid,9.22.1,Ezreal,81,Ezreal,FALSE,the Prodigal Explorer,"A dashing adventurer, unknowingly gifted in the magical arts, Ezreal raids long-lost catacombs, tangles with ancient curses, and overcomes seemingly impossible odds with ease. His courage and bravado knowing no bounds, he prefers to improvise his way...",Marksman',Mage',Mana,7,2,6,7,Ezreal.png,champion0.png,champion,288,96,48,48,491,86,360.6,42,325,22,3.5,30,0.5,550,4,0.55,8.092,0.65,0,0,60,2.5,1.5,0.625,3042,3158,3025,0.455817783,0.168860056,0.034383689,0.203243744,2.061619348,890,331,0.371910112,1642,702,0.427527406,2081,1010,0.485343585,1638,826,0.504273504,1037,453,0.43683703,0.655172414,222,0.561403509,222,0.557632399,222,0.357894737,223,0.363636364,223,0.369565217,223
0,Allies,Allies0,Heimerdinger,Mid,9.22.1,Fizz,105,Fizz,TRUE,the Tidal Trickster,"Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales...",Assassin',Fighter',Mana,6,4,7,6,Fizz.png,champion0.png,champion,432,96,48,48,570,98,317.2,37,335,22.412,3.4,32.1,1.25,175,8,0.7,6,0.8,0,0,58.04,3,3.1,0.658,3020,3100,3152,0.531618759,0.076575533,0.144949027,0.22152456,2.490084169,410,228,0.556097561,811,438,0.540073983,999,506,0.506506507,673,350,0.520059435,412,235,0.57038835,0.717948718,75,0.714285714,75,0.684210526,75,0.272727273,78,0.380952381,78,0.391304348,78
0,Allies,Allies0,Ornn,Mid,9.22.1,Galio,3,Galio,TRUE,the Colossus,"Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the...",Tank',Mage',Mana,1,10,6,5,Galio.png,champion1.png,champion,0,0,48,48,562,112,500,40,335,24,3.5,32,1.25,150,8,0.8,9.5,0.7,0,0,59,3.5,1.5,0.625,3152,3111,1056,0.514668039,0.045018536,0.009847081,0.054865616,1.886989646,218,111,0.509174312,438,233,0.53196347,598,314,0.525083612,415,204,0.491566265,274,138,0.503649635,0.714285714,50,0.714285714,50,0.708333333,50,0.3125,64,0.346153846,64,0.347826087,64
0,Allies,Allies0,Skarner,Mid,9.22.1,Garen,86,Garen,FALSE,The Might of Demacia,"A proud and noble warrior, Garen fights as one of the Dauntless Vanguard. He is popular among his fellows, and respected well enough by his enemies—not least as a scion of the prestigious Crownguard family, entrusted with defending Demacia and its...",Fighter',Tank',None,7,7,1,5,Garen.png,champion1.png,champion,96,0,48,48,620,84,0,0,340,36,3,32.1,1.25,175,8,0.5,0,0,0,0,66,4.5,3.65,0.625,3078,1054,3111,0.514491175,0.106325301,0.222984245,0.329309546,2.231971665,561,288,0.513368984,1099,546,0.496815287,1323,681,0.514739229,967,510,0.527404343,639,336,0.525821596,0.7,147,0.6875,147,0.6875,147,0.4,140,0.41322314,140,0.421568627,140
0,Allies,Allies0,Ziggs,Mid,9.22.1,Heimerdinger,74,Heimerdinger,TRUE,the Revered Inventor,"A brilliant yet eccentric yordle scientist, Professor Cecil B. Heimerdinger is one of the most innovative and esteemed inventors Piltover has ever known. Relentless in his work to the point of neurotic obsession, he thrives on answering the universe's...",Mage',Support',Mana,2,6,8,8,Heimerdinger.png,champion1.png,champion,336,0,48,48,488,87,385,20,340,19.04,3,30,0.5,550,7,0.55,8,0.8,0,0,55.536,2.7,1.36,0.625,3020,3285,3157,0.530571992,0.046987952,0.01746988,0.064457831,1.875045537,234,117,0.5,472,254,0.538135593,596,324,0.543624161,445,227,0.51011236,281,154,0.548042705,0.833333333,73,0.717948718,73,0.683333333,73,0.238095238,64,0.333333333,64,0.360655738,64
0,Allies,Allies0,Quinn,Mid,9.22.1,Irelia,39,Irelia,TRUE,the Blade Dancer,"The Noxian occupation of Ionia produced many heroes, none more unlikely than young Irelia of Navori. Trained in the ancient dances of her province, she adapted her art for war, using the graceful and carefully practised movements to levitate a host of...",Fighter',Assassin',Mana,7,4,5,5,Irelia.png,champion1.png,champion,432,0,48,48,580,95,350,30,335,36,3,32,1.25,200,8.5,0.85,8,0.8,0,0,63,4,2.5,0.656,3078,3111,3053,0.457098884,0.060217794,0.037604263,0.097822057,2.057650222,336,155,0.461309524,669,304,0.454409567,795,350,0.440251572,493,236,0.478701826,306,143,0.467320261,0.785714286,70,0.64,70,0.636363636,70,0.313432836,84,0.314285714,84,0.321428571,84
0,Allies,Allies0,Darius,Mid,9.22.1,Jayce,126,Jayce,TRUE,the Defender of Tomorrow,"Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his...",Fighter',Marksman',Mana,8,4,3,7,Jayce.png,champion1.png,champion,192,48,48,48,560,90,357.2,37,335,27,3.5,30,0.5,125,6,0.6,6,0.8,0,0,54,4.25,3,0.658,3142,3071,3147,0.465373961,0.025092678,0.006696015,0.031788693,1.923808015,134,58,0.432835821,264,115,0.435606061,329,159,0.483282675,207,106,0.512077295,149,66,0.44295302,0.642857143,27,0.62962963,27,0.615384615,27,0.090909091,28,0.2,28,0.233333333,28
0,Allies,Allies0,Syndra,Mid,9.22.1,Kassadin,38,Kassadin,FALSE,the Void Walker,"Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...",Assassin',Mage',Mana,3,5,8,8,Kassadin.png,champion1.png,champion,48,96,48,48,576,90,397.6,67,340,19,2.8,30,0.5,150,6,0.5,6,0.8,0,0,58.852,3.9,3.7,0.64,3027,3040,3020,0.518900344,0.053938832,0.075046339,0.128985171,2.419187933,341,160,0.469208211,602,283,0.470099668,689,367,0.532656023,435,241,0.554022989,261,157,0.601532567,0.769230769,56,0.769230769,56,0.727272727,56,0.117647059,53,0.323529412,53,0.344827586,53
0,Allies,Allies0,Taliyah,Mid,9.22.1,Katarina,55,Katarina,FALSE,the Sinister Blade,"Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...",Assassin',Mage',None,4,3,9,8,Katarina.png,champion1.png,champion,96,96,48,48,602,94,0,0,340,27.88,3.5,32.1,1.25,125,7.5,0.7,0,0,0,0,58,3.2,2.74,0.658,3146,3020,3157,0.511172089,0.059105653,0.052780352,0.111886006,2.366304073,320,158,0.49375,604,318,0.526490066,767,393,0.512385919,564,296,0.524822695,296,139,0.469594595,0.727272727,78,0.666666667,78,0.659090909,78,0.217391304,81,0.260869565,81,0.307692308,81
0,Allies,Allies0,Rumble,Mid,9.22.1,Kayle,10,Kayle,FALSE,the Righteous,"Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many years—until Kayle became disillusioned...",Fighter',Support',Mana,6,6,7,7,Kayle.png,champion1.png,champion,144,96,48,48,600,85,330,50,335,26,3,34,0.5,175,5,0.5,8,0.8,0,0,50,2.5,1.5,0.625,3006,3146,3115,0.525775194,0.119555144,0.295667285,0.415222428,1.886769614,630,306,0.485714286,1263,634,0.501979414,1560,809,0.518589744,1096,605,0.552007299,611,359,0.587561375,0.696969697,128,0.658536585,128,0.65625,128,0.294117647,162,0.327272727,162,0.4,162
0,Allies,Allies0,Mordekaiser,Mid,9.22.1,Kennen,85,Kennen,TRUE,the Heart of the Tempest,"More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...",Mage',Marksman',Energy,6,4,7,4,Kennen.png,champion1.png,champion,240,96,48,48,541,84,200,0,335,29,3.75,30,0.5,550,5.5,0.65,50,0,0,0,48,3.75,3.4,0.625,3020,3152,3157,0.512786885,0.035333642,0.020574606,0.055908248,1.979207026,180,105,0.583333333,347,169,0.4870317,457,238,0.520787746,328,164,0.5,213,106,0.497652582,0.7,38,0.692307692,38,0.681818182,38,0.263157895,52,0.333333333,52,0.347826087,52
0,Allies,Allies0,Ziggs,Mid,9.22.1,Kled,240,Kled,TRUE,the Cantankerous Cavalier,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...",Fighter',Tank',Courage,8,2,2,7,Kled.png,champion1.png,champion,384,96,48,48,340,70,100,0,345,35,4,32.1,1.25,125,6,0.75,0,0,0,0,65,3.5,3.5,0.625,3071,3748,1055,0.536862939,0.046825765,0.048308619,0.095134384,2.17938343,279,162,0.580645161,498,276,0.554216867,607,334,0.550247117,390,202,0.517948718,247,111,0.449392713,0.7,75,0.666666667,75,0.666666667,75,0.2,58,0.333333333,58,0.371428571,58
0,Allies,Allies0,Rumble,Mid,9.22.1,Leblanc,7,LeBlanc,TRUE,the Deceiver,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...",Assassin',Mage',Mana,1,4,10,9,Leblanc.png,champion2.png,champion,0,0,48,48,528,92,334,50,340,21.88,3.5,30,0.5,525,7.5,0.55,6,0.8,0,0,54.88,3.5,1.4,0.625,3285,3020,3165,0.480991029,0.054240037,0.055398517,0.109638554,2.452302931,316,152,0.481012658,558,258,0.462365591,710,349,0.491549296,446,225,0.504484305,311,142,0.45659164,0.681818182,57,0.666666667,57,0.666666667,57,0.24,79,0.3125,79,0.35483871,79
0,Allies,Allies0,Sona,Mid,9.22.1,Lissandra,127,Lissandra,TRUE,the Ice Witch,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...",Mage',,Mana,2,5,8,6,Lissandra.png,champion2.png,champion,144,0,48,48,550,90,475,30,325,22,3.7,30,0.5,550,7,0.55,8,0.4,0,0,53,2.7,1.36,0.656,3020,3285,3157,0.498430141,0.029518072,0.008549583,0.038067655,1.938437742,178,95,0.533707865,293,148,0.505119454,403,204,0.506203474,256,117,0.45703125,144,71,0.493055556,0.75,32,0.704545455,32,0.666666667,32,0.222222222,39,0.25,39,0.266666667,39
0,Allies,Allies0,Ziggs,Mid,9.22.1,Lucian,236,Lucian,FALSE,the Purifier,"Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...",Marksman',,Mana,8,5,3,6,Lucian.png,champion2.png,champion,192,0,48,48,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.176,0.7,0,0,64,2.75,3.3,0.638,3006,3508,3153,0.480268927,0.158526413,0.01568582,0.174212234,2.176063887,824,403,0.48907767,1610,780,0.48447205,2061,977,0.474041727,1495,684,0.457525084,852,442,0.518779343,0.632653061,143,0.607142857,143,0.59375,143,0.371794872,190,0.380952381,190,0.388429752,190
0,Allies,Allies0,Taric,Mid,9.22.1,Lux,99,Lux,TRUE,the Lady of Luminosity,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...",Mage',Support',Mana,2,4,9,5,Lux.png,champion2.png,champion,288,0,48,48,490,85,480,23.5,330,18.72,4,30,0.5,550,5.5,0.55,8,0.8,0,0,53.54,3.3,1,0.669,3020,3285,3098,0.502155172,0.129008341,0.018721038,0.147729379,1.846222774,696,350,0.502873563,1185,589,0.497046414,1544,758,0.490932642,1250,627,0.5016,893,472,0.528555431,0.756756757,75,0.631578947,75,0.593406593,75,0.340425532,172,0.363636364,172,0.392405063,172
0,Allies,Allies0,Ivern,Mid,9.22.1,Malphite,54,Malphite,TRUE,Shard of the Monolith,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...",Tank',Fighter',Mana,5,9,7,2,Malphite.png,champion2.png,champion,336,0,48,48,574.2,90,282.2,40,335,37,3.75,32.1,1.25,125,7,0.55,7.324,0.55,0,0,61.97,4,3.4,0.736,3020,3047,3025,0.503139717,0.088554217,0.098076923,0.18663114,1.964157706,393,200,0.508905852,841,425,0.505350773,1118,580,0.518783542,867,428,0.493656286,603,290,0.48092869,0.692307692,109,0.65,109,0.637931034,109,0.272727273,113,0.294117647,113,0.315789474,113
0,Allies,Allies0,Velkoz,Mid,9.22.1,Malzahar,90,Malzahar,TRUE,the Prophet of the Void,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...",Mage',Assassin',Mana,2,2,9,6,Malzahar.png,champion2.png,champion,384,0,48,48,537,87,375,27.5,335,18,3.5,30,0.5,500,6,0.6,8,0.8,0,0,55,3,1.5,0.625,3285,3116,3020,0.521501173,0.059267841,0.084105653,0.143373494,1.889309366,286,134,0.468531469,557,292,0.524236984,792,442,0.558080808,566,295,0.521201413,357,171,0.478991597,0.7,60,0.692307692,60,0.684210526,60,0.322580645,85,0.3625,85,0.363636364,85
0,Allies,Allies0,Kennen,Mid,9.22.1,Mordekaiser,82,Mordekaiser,TRUE,the Iron Revenant,"Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...",Fighter',,Shield,4,6,7,4,Mordekaiser.png,champion2.png,champion,144,48,48,48,575,90,100,0,335,37,3,32,1.25,175,5,0.75,0,0,0,0,61,4,1,0.625,3116,3151,3047,0.513601741,0.085171455,0.095018536,0.180189991,2.10498007,400,199,0.4975,843,427,0.506524318,1074,573,0.533519553,798,408,0.511278195,561,281,0.500891266,0.7,84,0.681818182,84,0.666666667,84,0.214285714,114,0.263157895,114,0.294117647,114
