,Unnamed: 0,version,id,key,name,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Runes1,Items1,Spells1,Runes2,Items2,Spells2,Allies0,Allies1,Allies2,Counters0,Counters1,Counters2
44,44,9.22.1,Jayce,126,Jayce,the Defender of Tomorrow,"Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his...",'Fighter', 'Marksman',Mana,8,4,3,7,Jayce.png,champion1.png,champion,192,48,48,48,560.0,90,357.2,37.0,335,27.0,3.5,30.0,0.5,125,6.0,0.6,6.0,0.8,0,0,54.0,4.25,3.0,0.6579999999999999,8135,3142,4,8139,3147,12,8345,3071,14,Caitlyn,Kayn,Thresh,Caitlyn,Kayle,Morgana
45,45,9.22.1,Jhin,202,Jhin,the Virtuoso,"Jhin is a meticulous criminal psychopath who believes murder is art. Once an Ionian prisoner, but freed by shadowy elements within Ionia's ruling council, the serial killer now works as their cabal's assassin. Using his gun as his paintbrush, Jhin...",'Marksman', 'Mage',Mana,10,2,6,6,Jhin.png,champion1.png,champion,240,48,48,48,556.0,91,300.0,50.0,330,24.0,3.5,30.0,0.5,550,3.75,0.55,6.0,0.8,0,0,59.0,4.7,0.0,0.625,8014,3031,4,9111,3094,7,8021,3009,12,Senna,LeeSin,Yasuo,Caitlyn,Ashe,Kaisa
46,46,9.22.1,Jinx,222,Jinx,the Loose Cannon,"A manic and impulsive criminal from Zaun, Jinx lives to wreak havoc without care for the consequences. With an arsenal of deadly weapons, she unleashes the loudest blasts and brightest explosions to leave a trail of mayhem and panic in her wake. Jinx...",'Marksman',,Mana,9,2,4,6,Jinx.png,champion1.png,champion,288,48,48,48,581.0,84,245.0,45.0,325,28.0,3.5,30.0,0.5,525,3.75,0.5,6.7,1.0,0,0,57.0,3.4,1.0,0.625,8014,3006,4,9111,3031,7,9103,3085,12,Thresh,Yasuo,Ekko,Kaisa,Caitlyn,Thresh
47,47,9.22.1,Kaisa,145,Kai'Sa,Daughter of the Void,"Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered...",'Marksman',,Mana,8,5,3,6,Kaisa.png,champion1.png,champion,336,48,48,48,571.0,86,344.88,38.0,335,28.0,3.0,30.0,0.5,525,3.5,0.55,8.2,0.45,0,0,59.0,1.7,1.8,0.644,8014,3006,4,9111,3124,7,8005,3042,12,Yasuo,Thresh,Ekko,Caitlyn,Yasuo,Ashe
48,48,9.22.1,Kalista,429,Kalista,the Spear of Vengeance,"A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...",'Marksman',,Mana,8,2,4,7,Kalista.png,champion1.png,champion,384,48,48,48,534.0,89,250.0,45.0,325,23.0,3.5,30.0,0.5,525,3.75,0.55,6.3,0.4,0,0,69.0,4.0,4.0,0.6940000000000001,9104,3006,4,9111,3153,7,8014,3085,12,Senna,Yasuo,Thresh,Senna,Yasuo,Kaisa
49,49,9.22.1,Karma,43,Karma,the Enlightened One,"No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...",'Mage', 'Support',Mana,1,7,8,5,Karma.png,champion1.png,champion,432,48,48,48,534.0,95,374.0,50.0,335,26.0,3.8,30.0,0.5,525,5.5,0.55,11.5,0.5,0,0,53.544,3.3,2.3,0.625,8226,3504,4,8214,3020,14,8237,3092,3,Kaisa,Lux,Jax,Kaisa,Jax,Hecarim
50,50,9.22.1,Karthus,30,Karthus,the Deathsinger,"The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...",'Mage',,Mana,2,2,10,7,Karthus.png,champion1.png,champion,0,96,48,48,528.0,87,467.0,30.5,335,20.88,3.5,30.0,0.5,450,6.5,0.55,8.0,0.8,0,0,45.66,3.25,2.11,0.625,8128,3020,4,8138,1402,11,8009,3165,12,Thresh,Caitlyn,Kaisa,Kaisa,Thresh,Senna
51,51,9.22.1,Kassadin,38,Kassadin,the Void Walker,"Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...",'Assassin', 'Mage',Mana,3,5,8,8,Kassadin.png,champion1.png,champion,48,96,48,48,576.0,90,397.6,67.0,340,19.0,2.8,30.0,0.5,150,6.0,0.5,6.0,0.8,0,0,58.852,3.9,3.7,0.64,8014,3027,4,8135,3040,12,8021,3020,14,Caitlyn,Ezreal,LeeSin,Caitlyn,Ekko,Ezreal
52,52,9.22.1,Katarina,55,Katarina,the Sinister Blade,"Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...",'Assassin', 'Mage',None,4,3,9,8,Katarina.png,champion1.png,champion,96,96,48,48,602.0,94,0.0,0.0,340,27.88,3.5,32.1,1.25,125,7.5,0.7,0.0,0.0,0,0,58.0,3.2,2.74,0.6579999999999999,9111,3146,4,8143,3020,14,8135,3157,12,Kaisa,Caitlyn,Ashe,Kaisa,Yasuo,Senna
53,53,9.22.1,Kayle,10,Kayle,the Righteous,"Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many years—until Kayle became disillusioned...",'Fighter', 'Support',Mana,6,6,7,7,Kayle.png,champion1.png,champion,144,96,48,48,600.0,85,330.0,50.0,335,26.0,3.0,34.0,0.5,175,5.0,0.5,8.0,0.8,0,0,50.0,2.5,1.5,0.625,8359,3006,4,8345,3146,12,8304,3115,14,Kaisa,Ashe,Yasuo,Kaisa,Yasuo,Senna
54,54,9.22.1,Kayn,141,Kayn,the Shadow Reaper,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...",'Fighter', 'Assassin',Mana,10,6,1,8,Kayn.png,champion1.png,champion,192,96,48,48,585.0,85,410.0,50.0,340,38.0,3.3,32.1,1.25,175,8.0,0.75,11.5,0.95,0,0,68.0,3.3,2.7,0.669,9111,1400,4,8143,3071,11,8135,3111,14,Caitlyn,Kaisa,Yasuo,Caitlyn,Kaisa,Ashe
55,55,9.22.1,Kennen,85,Kennen,the Heart of the Tempest,"More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...",'Mage', 'Marksman',Energy,6,4,7,4,Kennen.png,champion1.png,champion,240,96,48,48,541.0,84,200.0,0.0,335,29.0,3.75,30.0,0.5,550,5.5,0.65,50.0,0.0,0,0,48.0,3.75,3.4,0.625,8347,3020,4,8139,3152,12,8359,3157,14,Yasuo,Kaisa,Caitlyn,Yasuo,Kaisa,Caitlyn
56,56,9.22.1,Khazix,121,Kha'Zix,the Voidreaver,"The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...",'Assassin',,Mana,9,4,3,6,Khazix.png,champion1.png,champion,288,96,48,48,572.8,85,327.2,40.0,350,36.0,3.0,32.1,1.25,125,7.5,0.75,7.59,0.5,0,0,63.0,3.1,2.7,0.6679999999999999,8143,3147,4,8138,1400,11,8112,3142,14,Kaisa,Caitlyn,Ashe,Kaisa,Ashe,Thresh
57,57,9.22.1,Kindred,203,Kindred,The Eternal Hunters,"Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...",'Marksman',,Mana,8,2,2,4,Kindred.png,champion1.png,champion,336,96,48,48,540.0,85,300.0,35.0,325,29.0,3.5,30.0,0.5,500,7.0,0.55,6.972,0.4,0,0,65.0,2.26,3.5,0.625,9111,3006,4,8014,1412,11,9104,3031,7,Caitlyn,Kaisa,Ashe,Caitlyn,Kaisa,Nautilus
58,58,9.22.1,Kled,240,Kled,the Cantankerous Cavalier,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...",'Fighter', 'Tank',Courage,8,2,2,7,Kled.png,champion1.png,champion,384,96,48,48,340.0,70,100.0,0.0,345,35.0,4.0,32.1,1.25,125,6.0,0.75,0.0,0.0,0,0,65.0,3.5,3.5,0.625,9111,3071,4,9104,3748,12,8010,1055,14,Kaisa,Ekko,Caitlyn,Ekko,Nautilus,Kaisa
59,59,9.22.1,KogMaw,96,Kog'Maw,the Mouth of the Abyss,"Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...",'Marksman', 'Mage',Mana,8,2,5,6,KogMaw.png,champion1.png,champion,432,96,48,48,534.0,88,325.0,40.0,330,24.0,3.5,30.0,0.5,500,3.75,0.55,8.75,0.7,0,0,61.0,3.11,2.65,0.665,9111,3006,4,8008,3124,7,8014,3153,12,Lulu,Yasuo,Senna,Kaisa,Senna,Yasuo
60,60,9.22.1,Leblanc,7,LeBlanc,the Deceiver,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...",'Assassin', 'Mage',Mana,1,4,10,9,Leblanc.png,champion2.png,champion,0,0,48,48,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,0,0,54.88,3.5,1.4,0.625,8112,3285,4,8138,3020,14,8135,3165,12,Kaisa,Ekko,Caitlyn,Kaisa,Ekko,Qiyana
61,61,9.22.1,LeeSin,64,Lee Sin,the Blind Monk,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...",'Fighter', 'Assassin',Energy,8,5,3,6,LeeSin.png,champion2.png,champion,48,0,48,48,575.0,85,200.0,0.0,345,33.0,3.7,32.1,1.25,125,7.5,0.7,50.0,0.0,0,0,70.0,3.2,3.0,0.6509999999999999,9111,3071,4,8014,1400,11,8143,1412,14,Caitlyn,Ashe,Senna,Ashe,Caitlyn,Ekko
62,62,9.22.1,Leona,89,Leona,the Radiant Dawn,"Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...",'Tank', 'Support',Mana,4,8,3,4,Leona.png,champion2.png,champion,96,0,48,48,576.16,87,302.2,40.0,335,47.0,3.6,32.1,1.25,125,8.5,0.85,6.0,0.8,0,0,60.04,3.0,2.9,0.625,8439,3117,4,8473,3401,14,8451,3050,3,Caitlyn,Ekko,Kaisa,Caitlyn,Thresh,Yasuo
63,63,9.22.1,Lissandra,127,Lissandra,the Ice Witch,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...",'Mage',,Mana,2,5,8,6,Lissandra.png,champion2.png,champion,144,0,48,48,550.0,90,475.0,30.0,325,22.0,3.7,30.0,0.5,550,7.0,0.55,8.0,0.4,0,0,53.0,2.7,1.36,0.6559999999999999,8226,3020,4,8439,3285,12,8473,3157,14,Yasuo,Caitlyn,Kaisa,Yasuo,Zed,Caitlyn
64,64,9.22.1,Lucian,236,Lucian,the Purifier,"Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...",'Marksman',,Mana,8,5,3,6,Lucian.png,champion2.png,champion,192,0,48,48,571.0,86,348.88,38.0,335,28.0,3.0,30.0,0.5,500,3.75,0.65,8.176,0.7,0,0,64.0,2.75,3.3,0.638,8014,3006,4,8005,3508,7,9111,3153,12,Senna,Ekko,Yasuo,Kaisa,Ekko,Yasuo
65,65,9.22.1,Lulu,117,Lulu,the Fae Sorceress,"The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...",'Support', 'Mage',Mana,4,5,7,5,Lulu.png,champion2.png,champion,240,0,48,48,525.0,74,350.0,55.0,330,28.22,3.7,30.0,0.5,550,6.0,0.6,11.0,0.6,0,0,46.368,2.6,2.25,0.625,8226,3504,4,8214,3117,14,8237,3092,3,Yasuo,Kaisa,Caitlyn,Kaisa,Yasuo,Caitlyn
66,66,9.22.1,Lux,99,Lux,the Lady of Luminosity,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...",'Mage', 'Support',Mana,2,4,9,5,Lux.png,champion2.png,champion,288,0,48,48,490.0,85,480.0,23.5,330,18.72,4.0,30.0,0.5,550,5.5,0.55,8.0,0.8,0,0,53.54,3.3,1.0,0.669,8226,3020,4,8210,3285,14,8229,3098,21,Caitlyn,Kaisa,Ezreal,Kaisa,Ezreal,Caitlyn
67,67,9.22.1,Malphite,54,Malphite,Shard of the Monolith,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...",'Tank', 'Fighter',Mana,5,9,7,2,Malphite.png,champion2.png,champion,336,0,48,48,574.2,90,282.2,40.0,335,37.0,3.75,32.1,1.25,125,7.0,0.55,7.324,0.55,0,0,61.97,4.0,3.4,0.736,8226,3020,4,8229,3047,12,8106,3285,11,Yasuo,Kaisa,Caitlyn,Kaisa,Senna,Yasuo
68,68,9.22.1,Malzahar,90,Malzahar,the Prophet of the Void,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...",'Mage', 'Assassin',Mana,2,2,9,6,Malzahar.png,champion2.png,champion,384,0,48,48,537.0,87,375.0,27.5,335,18.0,3.5,30.0,0.5,500,6.0,0.6,8.0,0.8,0,0,55.0,3.0,1.5,0.625,8226,3285,4,8210,3116,12,8214,3020,14,Caitlyn,Kaisa,Ashe,Kaisa,Caitlyn,Thresh
69,69,9.22.1,Maokai,57,Maokai,the Twisted Treant,"Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...",'Tank', 'Mage',Mana,3,8,6,3,Maokai.png,champion2.png,champion,432,0,48,48,565.0,95,377.28,43.0,335,39.0,4.0,32.1,1.25,125,5.0,0.75,7.2,0.6,0,0,63.54,3.3,2.125,0.8,8439,3065,4,8446,3068,12,8451,3111,14,Kaisa,Senna,Ekko,Ekko,Kaisa,Annie
70,70,9.22.1,MasterYi,11,Master Yi,the Wuju Bladesman,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...",'Assassin', 'Fighter',Mana,10,4,2,4,MasterYi.png,champion2.png,champion,0,48,48,48,598.56,92,250.56,42.0,355,33.0,3.0,32.1,1.25,125,7.5,0.65,7.256,0.45,0,0,66.0,3.0,2.0,0.679,9111,1419,11,8014,3124,4,9104,3006,14,Ashe,Senna,Kaisa,Kaisa,Senna,Ekko
71,71,9.22.1,MissFortune,21,Miss Fortune,the Bounty Hunter,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...",'Marksman',,Mana,8,2,5,1,MissFortune.png,champion2.png,champion,48,48,48,48,541.0,91,325.84,35.0,325,28.0,3.0,30.0,0.5,550,3.75,0.65,8.042,0.65,0,0,50.0,2.7,3.0,0.6559999999999999,8345,3006,4,8304,1055,7,9103,3508,14,Senna,Ekko,Yasuo,Kaisa,Senna,Caitlyn
72,72,9.22.1,MonkeyKing,62,Wukong,the Monkey King,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...",'Fighter', 'Tank',Mana,8,5,2,3,MonkeyKing.png,champion2.png,champion,96,48,48,48,577.8,85,265.84,38.0,345,34.0,3.5,32.1,1.25,175,6.0,0.65,8.042,0.65,0,0,68.0,4.0,3.0,0.711,8112,3147,4,8143,3142,11,8138,3071,14,Yasuo,Kaisa,Caitlyn,Yasuo,LeeSin,Kaisa
73,73,9.22.1,Mordekaiser,82,Mordekaiser,the Iron Revenant,"Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...",'Fighter',,Shield,4,6,7,4,Mordekaiser.png,champion2.png,champion,144,48,48,48,575.0,90,100.0,0.0,335,37.0,3.0,32.0,1.25,175,5.0,0.75,0.0,0.0,0,0,61.0,4.0,1.0,0.625,9111,3116,4,8010,3151,12,8014,3111,14,Senna,Caitlyn,Yasuo,Yasuo,Senna,Caitlyn
74,74,9.22.1,Morgana,25,Morgana,the Fallen,"Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...",'Mage', 'Support',Mana,1,6,8,1,Morgana.png,champion2.png,champion,192,48,48,48,560.0,90,340.0,60.0,330,25.0,3.8,30.0,0.5,450,5.5,0.4,11.0,0.4,0,0,56.0,3.5,1.53,0.625,8226,3157,4,8237,3117,14,8313,3092,3,Caitlyn,Ashe,Ekko,Senna,Kaisa,Ashe
75,75,9.22.1,Nami,267,Nami,the Tidecaller,"A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...",'Support', 'Mage',Mana,4,3,7,5,Nami.png,champion2.png,champion,240,48,48,48,489.32,74,377.24,43.0,335,29.0,4.0,30.0,0.5,550,5.5,0.55,11.5,0.4,0,0,51.208,3.1,2.61,0.644,8226,3117,4,8214,3504,14,8237,3107,3,Ashe,Caitlyn,Kaisa,LeeSin,Lucian,Pyke
76,76,9.22.1,Nasus,75,Nasus,the Curator of the Sands,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...",'Fighter', 'Tank',Mana,7,5,6,6,Nasus.png,champion2.png,champion,288,48,48,48,561.2,90,325.6,42.0,350,34.0,3.5,32.1,1.25,125,9.0,0.9,7.44,0.5,0,0,67.0,3.5,3.48,0.638,8446,3078,4,8437,3111,12,8451,3065,6,Yasuo,Ashe,Kaisa,Ashe,Yasuo,Thresh
77,77,9.22.1,Nautilus,111,Nautilus,the Titan of the Depths,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...",'Tank', 'Fighter',Mana,4,6,6,6,Nautilus.png,champion2.png,champion,336,48,48,48,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,0,0,61.0,3.3,1.0,0.706,8439,3401,4,8473,3117,14,8345,2055,3,Kaisa,Ashe,Yasuo,Thresh,Ezreal,Senna
78,78,9.22.1,Neeko,518,Neeko,the Curious Chameleon,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...",'Mage', 'Support',Mana,1,1,9,5,Neeko.png,champion2.png,champion,384,48,48,48,540.0,90,450.0,30.0,340,21.0,4.0,30.0,0.5,550,7.5,0.75,7.0,0.7,0,0,48.0,2.5,3.0,0.625,8347,3020,4,8345,3285,14,8226,1056,12,Caitlyn,Senna,Thresh,Thresh,Ekko,Darius
79,79,9.22.1,Nidalee,76,Nidalee,the Bestial Huntress,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",'Assassin', 'Mage',Mana,5,4,7,8,Nidalee.png,champion2.png,champion,432,48,48,48,545.0,85,295.6,45.0,335,28.0,3.5,30.0,0.5,525,6.0,0.6,6.0,0.8,0,0,61.0,3.5,3.22,0.638,8143,1414,4,8138,3100,11,8112,3020,14,Kaisa,Ashe,Zed,Ashe,LeeSin,Kayle
80,80,9.22.1,Nocturne,56,Nocturne,the Eternal Nightmare,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",'Assassin', 'Fighter',Mana,9,5,2,4,Nocturne.png,champion2.png,champion,0,96,48,48,585.0,85,275.0,35.0,345,38.0,3.5,32.1,1.25,125,8.5,0.75,7.0,0.45,0,0,62.0,3.1,2.7,0.721,8014,3147,4,9104,3111,11,8106,3026,14,Kaisa,Senna,Caitlyn,Senna,Ryze,Kaisa
81,81,9.22.1,Nunu,20,Nunu & Willump,the Boy and His Yeti,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",'Tank', 'Fighter',Mana,4,6,7,4,Nunu.png,champion2.png,champion,48,96,48,48,570.0,82,280.0,42.0,345,32.0,3.0,32.1,1.25,125,5.0,0.8,7.0,0.5,0,0,61.0,3.0,2.25,0.625,8439,1413,4,8429,3111,11,8453,3742,14,Kaisa,Senna,Ryze,Senna,Ryze,Twitch
82,82,9.22.1,Olaf,2,Olaf,the Berserker,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...",'Fighter', 'Tank',Mana,9,5,3,3,Olaf.png,champion2.png,champion,96,96,48,48,597.24,93,315.6,42.0,350,35.0,3.0,32.1,1.25,125,8.5,0.9,7.466,0.575,0,0,68.0,3.5,2.7,0.6940000000000001,9111,3071,4,8010,3047,11,9104,1400,12,Kaisa,Caitlyn,Yasuo,Kaisa,Yasuo,Caitlyn
83,83,9.22.1,Orianna,61,Orianna,the Lady of Clockwork,"Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...",'Mage', 'Support',Mana,4,3,9,7,Orianna.png,champion2.png,champion,144,96,48,48,530.0,91,418.0,25.0,325,17.04,3.0,26.0,0.5,525,7.0,0.55,8.0,0.8,0,0,40.368,2.6,3.5,0.6579999999999999,8226,3285,4,8210,3020,12,8214,1056,14,Ashe,LeeSin,Jinx,Jinx,LeeSin,Lucian
84,84,9.22.1,Ornn,516,Ornn,The Fire below the Mountain,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...",'Tank', 'Fighter',Mana,5,9,3,5,Ornn.png,champion2.png,champion,192,96,48,48,590.0,95,340.6,45.0,335,36.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,0,0,69.0,3.5,2.0,0.625,8451,3373,4,8446,3047,12,8437,3379,14,Kaisa,Caitlyn,Senna,Kaisa,Caitlyn,Ekko
85,85,9.22.1,Pantheon,80,Pantheon,the Unbreakable Spear,"Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...",'Fighter', 'Assassin',Mana,9,4,3,4,Pantheon.png,champion2.png,champion,240,96,48,48,580.0,95,317.12,31.0,355,40.0,3.75,28.0,1.25,175,10.0,0.65,7.356,0.45,0,0,64.0,3.3,2.95,0.644,9111,3071,4,8014,3142,14,8010,3111,11,Caitlyn,Kaisa,Ashe,Jhin,Ezreal,Kaisa
86,86,9.22.1,Poppy,78,Poppy,Keeper of the Hammer,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...",'Tank', 'Fighter',Mana,6,7,2,6,Poppy.png,champion2.png,champion,288,96,48,48,540.0,90,280.0,40.0,345,38.0,3.5,32.0,1.25,125,8.0,0.8,7.0,0.7,0,0,64.0,4.0,2.5,0.625,8473,3047,4,8437,3068,12,8451,3111,11,Yasuo,Kaisa,Senna,Yasuo,Senna,Nautilus
87,87,9.22.1,Pyke,555,Pyke,the Bloodharbor Ripper,"A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...",'Support', 'Assassin',Mana,9,3,1,7,Pyke.png,champion2.png,champion,336,96,48,48,600.0,90,415.0,50.0,330,45.0,5.0,32.0,1.5,150,7.0,0.5,8.0,1.0,0,0,62.0,2.0,2.5,0.667,8439,3117,4,8473,3147,14,8446,3142,3,Ashe,Kaisa,Caitlyn,Senna,Ashe,Caitlyn
88,88,9.22.1,Qiyana,246,Qiyana,Empress of the Elements,"In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...",'Assassin', 'Fighter',Mana,0,2,4,8,Qiyana.png,champion2.png,champion,384,96,48,48,590.0,90,320.0,50.0,335,28.0,3.5,32.1,1.25,150,8.5,0.65,8.0,0.7,0,0,64.0,3.1,2.1,0.625,8112,3147,4,8143,3142,14,8138,3117,11,Senna,Ekko,Kaisa,Yasuo,Ashe,Kaisa
