,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Allies0,Counters0,Runes1,Items1,Spells1,Allies1,Counters1,Runes2,Items2,Spells2,Allies2,Counters2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration35+_total,duration35+_wins,duration35+_winrate,Allies0_winrate,Allies0_samples,Allies1_winrate,Allies1_samples,Allies2_winrate,Allies2_samples,Counters0_winrate,Counters0_samples,Counters1_winrate,Counters1_samples,Counters2_winrate,Counters2_samples
28,9.22.1,Fiora,114,Fiora,FALSE,TRUE,,,,,the Grand Duelist,"The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in...",Fighter',Assassin',Mana,10,4,2,3,Fiora.png,champion0.png,champion,384,96,48,48,550,85,300,40,345,33,3.5,32.1,1.25,150,8.5,0.55,8,0.7,0,0,68,3.3,3.2,0.69,9111,3074,4,14,201,8014,3078,12,74,44,8010,1055,14,10,62,0.5101465614430665,0.08220574606116775,0.1280583873957368,0.21026413345690453,1.9834763422407453,467,237,0.5074946466809421,892,457,0.5123318385650224,1060,553,0.5216981132075472,724,355,0.4903314917127072,405,208,0.5135802469135803,0.7,97,0.6833333333333333,97,0.6363636363636364,97,0.35,120,0.3548387096774194,120,0.3617021276595745,120
29,9.22.1,Fizz,105,Fizz,TRUE,,,TRUE,,,the Tidal Trickster,"Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales...",Assassin',Fighter',Mana,6,4,7,6,Fizz.png,champion0.png,champion,432,96,48,48,570,98,317.2,37,335,22.412,3.4,32.1,1.25,175,8,0.7,6,0.8,0,0,58.04,3,3.1,0.658,8112,3020,4,74,96,8143,3100,14,45,85,8138,3152,12,150,115,0.5316187594553706,0.0765755329008341,0.14494902687673772,0.22152455977757182,2.490084169260925,410,228,0.5560975609756098,811,438,0.5400739827373613,999,506,0.5065065065065065,673,350,0.5200594353640416,412,235,0.5703883495145631,0.717948717948718,75,0.7142857142857143,75,0.6842105263157895,75,0.2727272727272727,78,0.38095238095238093,78,0.391304347826087,78
30,9.22.1,Galio,3,Galio,TRUE,,,TRUE,,TRUE,the Colossus,"Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the...",Tank',Mage',Mana,1,10,6,5,Galio.png,champion1.png,champion,0,0,48,48,562,112,500,40,335,24,3.5,32,1.25,150,8,0.8,9.5,0.7,0,0,59,3.5,1.5,0.625,8439,3152,4,516,44,8451,3111,12,27,85,8473,1056,14,45,142,0.514668039114771,0.045018535681186286,0.00984708063021316,0.05486561631139945,1.8869896464153155,218,111,0.5091743119266054,438,233,0.5319634703196348,598,314,0.5250836120401338,415,204,0.491566265060241,274,138,0.5036496350364964,0.7142857142857143,50,0.7142857142857143,50,0.7083333333333334,50,0.3125,64,0.34615384615384615,64,0.34782608695652173,64
31,9.22.1,Gangplank,41,Gangplank,FALSE,TRUE,,,,,the Saltwater Scourge,"As unpredictable as he is brutal, the dethroned reaver king Gangplank is feared far and wide. Once, he ruled the port city of Bilgewater, and while his reign is over, there are those who believe this has only made him more dangerous. Gangplank would see...",Fighter',,Mana,7,6,4,9,Gangplank.png,champion1.png,champion,48,0,48,48,540,82,282,40,345,35,3,32.1,1.25,125,6,0.6,7.5,0.7,0,0,64,3,3.2,0.658,8446,3078,4,92,136,8437,3508,12,203,115,8473,3047,14,163,142,0.4950900163666121,0.056626506024096385,0.01730769230769231,0.07393419833178869,1.9292555872962527,294,157,0.5340136054421769,522,279,0.5344827586206896,734,357,0.48637602179836514,521,241,0.46257197696737046,373,176,0.4718498659517426,0.7,79,0.6896551724137931,79,0.6842105263157895,79,0.25,68,0.28,68,0.30952380952380953,68
32,9.22.1,Garen,86,Garen,FALSE,TRUE,,TRUE,,,The Might of Demacia,"A proud and noble warrior, Garen fights as one of the Dauntless Vanguard. He is popular among his fellows, and respected well enough by his enemies—not least as a scion of the prestigious Crownguard family, entrusted with defending Demacia and its...",Fighter',Tank',None,7,7,1,5,Garen.png,champion1.png,champion,96,0,48,48,620,84,0,0,340,36,3,32.1,1.25,175,8,0.5,0,0,0,0,66,4.5,3.65,0.625,9111,3078,4,72,83,8010,1054,12,75,2,8014,3111,14,133,15,0.5144911745478318,0.10632530120481928,0.22298424467099165,0.32930954587581096,2.2319716646989374,561,288,0.5133689839572193,1099,546,0.4968152866242038,1323,681,0.5147392290249433,967,510,0.5274043433298863,639,336,0.5258215962441315,0.7,147,0.6875,147,0.6875,147,0.4,140,0.4132231404958678,140,0.4215686274509804,140
33,9.22.1,Gnar,150,Gnar,TRUE,TRUE,,,,,the Missing Link,"Gnar is a primeval yordle whose playful antics can erupt into a toddler's outrage in an instant, transforming him into a massive beast bent on destruction. Frozen in True Ice for millennia, the curious creature broke free and now hops about a changed...",Fighter',Tank',Rage,6,5,5,8,Gnar.png,champion1.png,champion,144,0,48,48,510,65,100,0,325,32,2.5,30,0.5,175,4.5,1.75,0,0,0,0,59,3,6,0.625,9111,3071,4,136,74,9104,1055,12,3,98,8014,3047,14,105,35,0.49140893470790376,0.02696941612604263,0.005259499536607971,0.0322289156626506,1.8104746317512275,144,71,0.4930555555555556,239,124,0.5188284518828452,366,170,0.4644808743169399,255,126,0.49411764705882355,160,81,0.50625,0.8,41,0.6875,41,0.6842105263157895,41,0.2777777777777778,25,0.3,25,0.30952380952380953,25
34,9.22.1,Gragas,79,Gragas,TRUE,,TRUE,,,TRUE,the Rabble Rouser,"Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he...",Fighter',Mage',Mana,4,7,6,5,Gragas.png,champion1.png,champion,192,0,48,48,600,95,400,47,330,35,3.6,32.1,1.25,125,5.5,0.5,6,0.8,0,0,64,3.5,2.05,0.675,8138,1402,4,77,429,8143,3020,11,254,133,8124,3157,14,105,421,0.43478260869565216,0.050092678405931415,0.006603336422613531,0.056696014828544944,1.8225108225108224,277,114,0.41155234657039713,493,197,0.3995943204868154,672,291,0.4330357142857143,448,212,0.4732142857142857,272,126,0.4632352941176471,0.7,48,0.6923076923076923,48,0.603448275862069,48,0.23076923076923078,59,0.25806451612903225,59,0.2682926829268293,59
35,9.22.1,Graves,104,Graves,FALSE,,TRUE,,,,the Outlaw,"Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his...",Marksman',,Mana,8,5,3,3,Graves.png,champion1.png,champion,240,0,48,48,555,92,325,40,340,33,3.4,30,1,425,8,0.7,8,0.7,0,0,68,3,2.6,0.475,9111,1412,4,44,150,9104,3006,11,19,91,8014,3142,14,90,161,0.5197997269003186,0.05090361445783133,0.007483781278962002,0.05838739573679333,2.2736860608191245,270,128,0.4740740740740741,521,283,0.5431861804222649,639,334,0.5226917057902973,487,243,0.4989733059548255,280,154,0.55,0.7272727272727273,63,0.6875,63,0.6842105263157895,63,0.3,61,0.3684210526315789,61,0.39705882352941174,61
36,9.22.1,Hecarim,120,Hecarim,TRUE,TRUE,TRUE,,,,the Shadow of War,"Hecarim is a spectral fusion of man and beast, cursed to ride down the souls of the living for all eternity. When the Blessed Isles fell into shadow, this proud knight was obliterated by the destructive energies of the Ruination, along with all his...",Fighter',Tank',Mana,8,6,4,6,Hecarim.png,champion1.png,champion,288,0,48,48,580,90,277.2,40,345,36,4,32.1,1.25,175,7,0.75,6.5,0.6,0,0,66,3.2,2.5,0.67,9111,3078,11,429,44,8010,3047,6,105,42,8014,3053,14,29,163,0.5108275328692962,0.05991658943466172,0.042052826691380905,0.10196941612604263,2.3408113532110093,307,147,0.4788273615635179,623,309,0.4959871589085072,776,425,0.5476804123711341,540,273,0.5055555555555555,340,167,0.49117647058823527,0.8,83,0.68,83,0.6585365853658537,83,0.32142857142857145,79,0.3333333333333333,79,0.35294117647058826,79
37,9.22.1,Heimerdinger,74,Heimerdinger,TRUE,TRUE,,TRUE,TRUE,,the Revered Inventor,"A brilliant yet eccentric yordle scientist, Professor Cecil B. Heimerdinger is one of the most innovative and esteemed inventors Piltover has ever known. Relentless in his work to the point of neurotic obsession, he thrives on answering the universe's...",Mage',Support',Mana,2,6,8,8,Heimerdinger.png,champion1.png,champion,336,0,48,48,488,87,385,20,340,19.04,3,30,0.5,550,7,0.55,8,0.8,0,0,55.536,2.7,1.36,0.625,8226,3020,4,115,44,8229,3285,12,105,14,8237,3157,14,114,29,0.5305719921104537,0.046987951807228916,0.01746987951807229,0.06445783132530121,1.8750455373406194,234,117,0.5,472,254,0.538135593220339,596,324,0.5436241610738255,445,227,0.5101123595505618,281,154,0.5480427046263345,0.8333333333333334,73,0.717948717948718,73,0.6833333333333333,73,0.23809523809523808,64,0.3333333333333333,64,0.36065573770491804,64
38,9.22.1,Illaoi,420,Illaoi,FALSE,TRUE,,,,,the Kraken Priestess,"Illaoi's powerful physique is dwarfed only by her indomitable faith. As the prophet of the Great Kraken, she uses a huge, golden idol to rip her foes' spirits from their bodies and shatter their perception of reality. All who challenge the “Truth Bearer...",Fighter',Tank',Mana,8,6,3,4,Illaoi.png,champion1.png,champion,384,0,48,48,585.6,95,300,40,340,35,3.8,32.1,1.25,125,9.5,0.8,7.5,0.75,0,0,68,5,2.5,0.571,8359,3071,4,102,44,8345,3053,12,432,90,8304,3111,14,8,31,0.4968901174844506,0.03352641334569045,0.04469416126042632,0.07822057460611678,1.8274738067520373,164,87,0.5304878048780488,337,166,0.49258160237388726,422,206,0.4881516587677725,306,157,0.5130718954248366,218,103,0.4724770642201835,0.7222222222222222,40,0.7,40,0.6666666666666666,40,0.2777777777777778,46,0.30612244897959184,46,0.3142857142857143,46
39,9.22.1,Irelia,39,Irelia,TRUE,TRUE,,TRUE,,,the Blade Dancer,"The Noxian occupation of Ionia produced many heroes, none more unlikely than young Irelia of Navori. Trained in the ancient dances of her province, she adapted her art for war, using the graceful and carefully practised movements to levitate a host of...",Fighter',Assassin',Mana,7,4,5,5,Irelia.png,champion1.png,champion,432,0,48,48,580,95,350,30,335,36,3,32,1.25,200,8.5,0.85,8,0.8,0,0,63,4,2.5,0.656,9111,3078,4,133,36,8010,3111,12,41,110,8014,3053,14,420,113,0.45709888418622546,0.06021779425393883,0.037604263206672844,0.09782205746061168,2.057650221972113,336,155,0.46130952380952384,669,304,0.45440956651718983,795,350,0.44025157232704404,493,236,0.4787018255578093,306,143,0.4673202614379085,0.7857142857142857,70,0.64,70,0.6363636363636364,70,0.31343283582089554,84,0.3142857142857143,84,0.32142857142857145,84
40,9.22.1,Ivern,427,Ivern,TRUE,,TRUE,,,,the Green Father,"Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow...",Support',Mage',Mana,3,5,7,7,Ivern.png,champion1.png,champion,0,48,48,48,585,95,450,60,330,27,3.5,32.1,1.25,475,7,0.85,6,0.75,0,0,50,3,3.4,0.644,8347,3117,4,1,36,8321,3504,11,107,420,8214,3174,3,84,15,0.4625,0.009267840593141797,0.0020389249304911955,0.011306765523632993,1.5197228144989339,47,14,0.2978723404255319,88,38,0.4318181818181818,132,68,0.5151515151515151,78,38,0.48717948717948717,55,27,0.4909090909090909,0.8181818181818182,15,0.8,15,0.7333333333333333,15,0.16666666666666666,9,0.2,9,0.2,9
41,9.22.1,Janna,40,Janna,TRUE,,,,,TRUE,the Storm's Fury,"Armed with the power of Runeterra's gales, Janna is a mysterious, elemental wind spirit who protects the dispossessed of Zaun. Some believe she was brought into existence by the pleas of Runeterra's sailors who prayed for fair winds as they navigated...",Support',Mage',Mana,3,5,7,7,Janna.png,champion1.png,champion,48,48,48,48,500,70,350,64,315,28,3.8,30,0.5,550,5.5,0.55,11.5,0.4,0,0,46,1.5,2.95,0.625,8226,3117,4,136,133,8237,3504,14,25,44,8234,3107,3,23,9,0.5114229765013055,0.07099165894346617,0.005560704355885079,0.07655236329935125,1.3687638487880212,387,182,0.4702842377260982,788,421,0.5342639593908629,899,459,0.5105672969966629,613,321,0.5236541598694943,377,184,0.4880636604774536,0.7058823529411765,3,0.6666666666666666,3,0.6391752577319587,3,0.30612244897959184,96,0.34782608695652173,96,0.3783783783783784,96
42,9.22.1,JarvanIV,59,Jarvan IV,TRUE,,TRUE,,,,the Exemplar of Demacia,"Prince Jarvan, scion of the Lightshield dynasty, is heir apparent to the throne of Demacia. Raised to be a paragon of his nation's greatest virtues, he is forced to balance the heavy expectations placed upon him with his own desire to fight on the front...",Tank',Fighter',Mana,6,8,3,5,JarvanIV.png,champion1.png,champion,96,48,48,48,570,90,300,40,340,34,3.6,32.1,1.25,175,8,0.7,6.5,0.45,0,0,64,3.4,2.5,0.658,9111,3071,4,133,427,8014,3111,11,2,136,8143,1400,14,115,223,0.48813472824700177,0.09080166821130677,0.01774791473586654,0.1085495829471733,1.9723538341230047,504,245,0.4861111111111111,942,466,0.49469214437367304,1139,563,0.4942932396839333,817,399,0.4883720930232558,517,240,0.46421663442940037,0.7727272727272727,146,0.7058823529411765,146,0.6785714285714286,146,0.3157894736842105,113,0.36,113,0.36363636363636365,113
43,9.22.1,Jax,24,Jax,TRUE,TRUE,TRUE,,,,Grandmaster at Arms,"Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained...",Fighter',Assassin',Mana,7,5,7,5,Jax.png,champion1.png,champion,144,48,48,48,592.8,85,338.8,32,350,36,3,32.1,1.25,125,8.5,0.55,7.576,0.7,0,0,68,3.375,3.4,0.638,9111,3078,4,83,72,8010,3161,12,96,115,8014,3111,11,6,101,0.5030176899063475,0.11132993512511585,0.2129286376274328,0.32425857275254866,2.0434509746012997,614,277,0.4511400651465798,1173,560,0.4774083546462063,1389,725,0.5219582433405328,1006,519,0.5159045725646123,623,336,0.5393258426966292,0.7368421052631579,165,0.6764705882352942,165,0.6538461538461539,165,0.38095238095238093,145,0.38235294117647056,145,0.4017857142857143,145
44,9.22.1,Jayce,126,Jayce,TRUE,TRUE,,TRUE,,,the Defender of Tomorrow,"Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his...",Fighter',Marksman',Mana,8,4,3,7,Jayce.png,champion1.png,champion,192,48,48,48,560,90,357.2,37,335,27,3.5,30,0.5,125,6,0.6,6,0.8,0,0,54,4.25,3,0.658,8135,3142,4,122,163,8139,3071,12,63,57,8345,3147,14,68,75,0.46537396121883656,0.025092678405931417,0.006696014828544949,0.03178869323447637,1.9238080152067163,134,58,0.43283582089552236,264,115,0.4356060606060606,329,159,0.48328267477203646,207,106,0.5120772946859904,149,66,0.4429530201342282,0.6428571428571429,27,0.6296296296296297,27,0.6153846153846154,27,0.09090909090909091,28,0.2,28,0.23333333333333334,28
45,9.22.1,Jhin,202,Jhin,TRUE,,,,TRUE,,the Virtuoso,"Jhin is a meticulous criminal psychopath who believes murder is art. Once an Ionian prisoner, but freed by shadowy elements within Ionia's ruling council, the serial killer now works as their cabal's assassin. Using his gun as his paintbrush, Jhin...",Marksman',Mage',Mana,10,2,6,6,Jhin.png,champion1.png,champion,240,48,48,48,556,91,300,50,330,24,3.5,30,0.5,550,3.75,0.55,6,0.8,0,0,59,4.7,0,0.625,8014,3031,4,222,77,9111,3094,7,136,19,8021,3009,21,21,104,0.5199804273364868,0.14205282669138092,0.01170064874884152,0.15375347544022244,2.329543956768156,742,376,0.5067385444743935,1372,718,0.5233236151603499,1798,958,0.5328142380422692,1319,691,0.5238817285822593,900,445,0.49444444444444446,0.7333333333333333,231,0.6530612244897959,231,0.6296296296296297,231,0.39285714285714285,183,0.40828402366863903,183,0.44171779141104295,183
46,9.22.1,Jinx,222,Jinx,TRUE,,,,TRUE,,the Loose Cannon,"A manic and impulsive criminal from Zaun, Jinx lives to wreak havoc without care for the consequences. With an arsenal of deadly weapons, she unleashes the loudest blasts and brightest explosions to leave a trail of mayhem and panic in her wake. Jinx...",Marksman',,Mana,9,2,4,6,Jinx.png,champion1.png,champion,288,48,48,48,581,84,245,45,325,28,3.5,30,0.5,525,3.75,0.5,6.7,1,0,0,57,3.4,1,0.625,8014,3031,4,202,85,9111,3006,7,42,427,9103,3085,1,44,163,0.5160013196964698,0.14045412418906394,0.013994439295644114,0.15444856348470806,2.1800480696096627,750,394,0.5253333333333333,1450,787,0.5427586206896552,1752,894,0.5102739726027398,1321,643,0.4867524602573808,789,410,0.5196451204055766,0.7333333333333333,144,0.6875,144,0.64,144,0.40625,192,0.41379310344827586,192,0.42,192
47,9.22.1,Kaisa,145,Kai'Sa,FALSE,,,,TRUE,,Daughter of the Void,"Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered...",Marksman',,Mana,8,5,3,6,Kaisa.png,champion1.png,champion,336,48,48,48,571,86,344.88,38,335,28,3,30,0.5,525,3.5,0.55,8.2,0.45,0,0,59,1.7,1.8,0.644,8014,3006,4,136,77,9111,3124,7,267,90,8005,3042,12,42,133,0.4642399131893065,0.23487025023169603,0.1108433734939759,0.34571362372567194,2.258872460103703,1251,579,0.4628297362110312,2499,1100,0.44017607042817125,3015,1384,0.4590381426202322,2135,1030,0.48243559718969553,1237,613,0.49555375909458366,0.6129032258064516,251,0.5490196078431373,251,0.5454545454545454,251,0.3767123287671233,280,0.3787375415282392,280,0.3798449612403101,280
48,9.22.1,Kalista,429,Kalista,FALSE,,,,TRUE,,the Spear of Vengeance,"A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...",Marksman',,Mana,8,2,4,7,Kalista.png,champion1.png,champion,384,48,48,48,534,89,250,45,325,23,3.5,30,0.5,525,3.75,0.55,6.3,0.4,0,0,69,4,4,0.694,9104,3006,4,120,63,9111,3153,7,134,112,8135,3085,1,50,33,0.44935543278084716,0.01258109360518999,0.0014828544949026877,0.014063948100092677,2.1883882673117627,78,32,0.41025641025641024,145,65,0.4482758620689655,156,76,0.48717948717948717,99,41,0.41414141414141414,65,30,0.46153846153846156,0.8,5,0.7272727272727273,5,0.6875,5,0.10526315789473684,30,0.18181818181818182,30,0.2,30
49,9.22.1,Karma,43,Karma,TRUE,TRUE,,,,TRUE,the Enlightened One,"No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...",Mage',Support',Mana,1,7,8,5,Karma.png,champion1.png,champion,432,48,48,48,534,95,374,50,335,26,3.8,30,0.5,525,5.5,0.55,11.5,0.5,0,0,53.544,3.3,2.3,0.625,8226,3504,4,19,518,8237,3020,14,69,44,8214,3092,12,85,77,0.4590368980612883,0.037048192771084336,0.0027340129749768302,0.039782205746061165,1.4650791702467165,177,76,0.4293785310734463,397,166,0.4181360201511335,483,239,0.494824016563147,329,156,0.47416413373860183,213,97,0.45539906103286387,0.6818181818181818,7,0.65,7,0.6428571428571429,7,0.15384615384615385,55,0.16666666666666666,55,0.25,55
50,9.22.1,Karthus,30,Karthus,FALSE,,TRUE,,,,the Deathsinger,"The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...",Mage',,Mana,2,2,10,7,Karthus.png,champion1.png,champion,0,96,48,48,528,87,467,30.5,335,20.88,3.5,30,0.5,450,6.5,0.55,8,0.8,0,0,45.66,3.25,2.11,0.625,8128,3020,4,20,113,8138,1402,11,432,161,8009,3165,12,254,82,0.48577524893314367,0.03257645968489342,0.024606116774791475,0.0571825764596849,2.145497311827957,184,105,0.5706521739130435,319,149,0.4670846394984326,396,201,0.5075757575757576,306,133,0.434640522875817,201,95,0.472636815920398,0.8181818181818182,16,0.6956521739130435,16,0.6923076923076923,16,0.2631578947368421,28,0.35,28,0.35294117647058826,28
51,9.22.1,Kassadin,38,Kassadin,FALSE,,,TRUE,,,the Void Walker,"Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...",Assassin',Mage',Mana,3,5,8,8,Kassadin.png,champion1.png,champion,48,96,48,48,576,90,397.6,67,340,19,2.8,30,0.5,150,6,0.5,6,0.8,0,0,58.852,3.9,3.7,0.64,8135,3027,4,134,163,8014,3040,12,238,203,8139,3020,14,62,201,0.5189003436426117,0.05393883225208526,0.0750463392029657,0.12898517145505095,2.419187933000088,341,160,0.46920821114369504,602,283,0.4700996677740864,689,367,0.532656023222061,435,241,0.5540229885057472,261,157,0.6015325670498084,0.7692307692307693,56,0.7692307692307693,56,0.7272727272727273,56,0.11764705882352941,53,0.3235294117647059,53,0.3448275862068966,53
52,9.22.1,Katarina,55,Katarina,FALSE,,,TRUE,,,the Sinister Blade,"Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...",Assassin',Mage',None,4,3,9,8,Katarina.png,champion1.png,champion,96,96,48,48,602,94,0,0,340,27.88,3.5,32.1,1.25,125,7.5,0.7,0,0,0,0,58,3.2,2.74,0.658,9111,3146,4,163,136,8143,3020,14,85,44,8135,3157,12,77,72,0.511172089376715,0.059105653382761816,0.05278035217794254,0.11188600556070435,2.3663040728560585,320,158,0.49375,604,318,0.5264900662251656,767,393,0.5123859191655802,564,296,0.524822695035461,296,139,0.46959459459459457,0.7272727272727273,78,0.6666666666666666,78,0.6590909090909091,78,0.21739130434782608,81,0.2608695652173913,81,0.3076923076923077,81
53,9.22.1,Kayle,10,Kayle,FALSE,TRUE,,TRUE,,,the Righteous,"Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many years—until Kayle became disillusioned...",Fighter',Support',Mana,6,6,7,7,Kayle.png,champion1.png,champion,144,96,48,48,600,85,330,50,335,26,3,34,0.5,175,5,0.5,8,0.8,0,0,50,2.5,1.5,0.625,8359,3006,4,68,96,8345,3146,12,74,44,8304,3115,14,164,115,0.5257751937984496,0.1195551436515292,0.2956672845227062,0.4152224281742354,1.8867696144958368,630,306,0.4857142857142857,1263,634,0.5019794140934284,1560,809,0.5185897435897436,1096,605,0.552007299270073,611,359,0.5875613747954174,0.696969696969697,128,0.6585365853658537,128,0.65625,128,0.29411764705882354,162,0.32727272727272727,162,0.4,162
54,9.22.1,Kayn,141,Kayn,TRUE,,TRUE,,,,the Shadow Reaper,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...",Fighter',Assassin',Mana,10,6,1,8,Kayn.png,champion1.png,champion,192,96,48,48,585,85,410,50,340,38,3.3,32.1,1.25,175,8,0.75,11.5,0.95,0,0,68,3.3,2.7,0.669,9111,1400,4,136,37,8143,3071,11,107,69,8135,3111,14,56,268,0.5068853786958283,0.11441149212233549,0.0930722891566265,0.207483781278962,2.2015435888440624,533,250,0.46904315196998125,1178,576,0.48896434634974534,1450,742,0.5117241379310344,1101,577,0.5240690281562216,676,358,0.5295857988165681,0.7,157,0.6666666666666666,157,0.6571428571428571,157,0.3918918918918919,131,0.41304347826086957,131,0.41935483870967744,131
55,9.22.1,Kennen,85,Kennen,TRUE,TRUE,,TRUE,,,the Heart of the Tempest,"More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...",Mage',Marksman',Energy,6,4,7,4,Kennen.png,champion1.png,champion,240,96,48,48,541,84,200,0,335,29,3.75,30,0.5,550,5.5,0.65,50,0,0,0,48,3.75,3.4,0.625,8139,3020,4,82,57,8347,3152,12,62,126,8135,3157,14,518,44,0.5127868852459017,0.035333642261353104,0.02057460611677479,0.0559082483781279,1.979207025700633,180,105,0.5833333333333334,347,169,0.48703170028818443,457,238,0.5207877461706784,328,164,0.5,213,106,0.49765258215962443,0.7,38,0.6923076923076923,38,0.6818181818181818,38,0.2631578947368421,52,0.3333333333333333,52,0.34782608695652173,52
56,9.22.1,Khazix,121,Kha'Zix,FALSE,,TRUE,,,,the Voidreaver,"The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...",Assassin',,Mana,9,4,3,6,Khazix.png,champion1.png,champion,288,96,48,48,572.8,85,327.2,40,350,36,3,32.1,1.25,125,7.5,0.75,7.59,0.5,0,0,63,3.1,2.7,0.668,8143,3147,4,62,20,8138,1400,11,57,19,8135,3047,14,115,136,0.5142355694227769,0.11881371640407785,0.21137627432808156,0.33018999073215943,2.483586369150461,576,282,0.4895833333333333,1238,634,0.5121163166397416,1500,760,0.5066666666666667,1091,585,0.536205316223648,723,376,0.5200553250345782,0.64,134,0.6290322580645161,134,0.6271186440677966,134,0.4,139,0.4015151515151515,139,0.4117647058823529,139
57,9.22.1,Kindred,203,Kindred,FALSE,,TRUE,,,,The Eternal Hunters,"Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...",Marksman',,Mana,8,2,2,4,Kindred.png,champion1.png,champion,336,96,48,48,540,85,300,35,325,29,3.5,30,0.5,500,7,0.55,6.972,0.4,0,0,65,2.26,3.5,0.625,9111,3006,4,29,57,8014,1412,11,44,14,9104,3031,7,36,19,0.49953051643192486,0.024675625579240038,0.006371640407784986,0.03104726598702502,2.0850371747211898,141,75,0.5319148936170213,284,130,0.45774647887323944,344,182,0.5290697674418605,175,89,0.5085714285714286,121,56,0.4628099173553719,0.7857142857142857,26,0.7368421052631579,26,0.7333333333333333,26,0.23076923076923078,34,0.23529411764705882,34,0.2727272727272727,34
