version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration30+_total,duration30+_wins,duration30+_winrate
9.22.1,Jayce,126,Jayce,TRUE,TRUE,,TRUE,,,the Defender of Tomorrow,"Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his...",Fighter',Marksman',Mana,8,4,3,7,Jayce.png,champion1.png,champion,192,48,48,48,560,90,357.2,37,335,27,3.5,30,0.5,125,6,0.6,6,0.8,0,0,54,4.25,3,0.658,134,58,0.43283582089552236,264,115,0.4356060606060606,329,159,0.48328267477203646,207,106,0.5120772946859904,149,66,0.4429530201342282
9.22.1,Jhin,202,Jhin,TRUE,,,,TRUE,,the Virtuoso,"Jhin is a meticulous criminal psychopath who believes murder is art. Once an Ionian prisoner, but freed by shadowy elements within Ionia's ruling council, the serial killer now works as their cabal's assassin. Using his gun as his paintbrush, Jhin...",Marksman',Mage',Mana,10,2,6,6,Jhin.png,champion1.png,champion,240,48,48,48,556,91,300,50,330,24,3.5,30,0.5,550,3.75,0.55,6,0.8,0,0,59,4.7,0,0.625,742,376,0.5067385444743935,1372,718,0.5233236151603499,1798,958,0.5328142380422692,1319,691,0.5238817285822593,900,445,0.49444444444444446
9.22.1,Jinx,222,Jinx,TRUE,,,,TRUE,,the Loose Cannon,"A manic and impulsive criminal from Zaun, Jinx lives to wreak havoc without care for the consequences. With an arsenal of deadly weapons, she unleashes the loudest blasts and brightest explosions to leave a trail of mayhem and panic in her wake. Jinx...",Marksman',,Mana,9,2,4,6,Jinx.png,champion1.png,champion,288,48,48,48,581,84,245,45,325,28,3.5,30,0.5,525,3.75,0.5,6.7,1,0,0,57,3.4,1,0.625,750,394,0.5253333333333333,1450,787,0.5427586206896552,1752,894,0.5102739726027398,1321,643,0.4867524602573808,789,410,0.5196451204055766
9.22.1,Kaisa,145,Kai'Sa,FALSE,,,,TRUE,,Daughter of the Void,"Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered...",Marksman',,Mana,8,5,3,6,Kaisa.png,champion1.png,champion,336,48,48,48,571,86,344.88,38,335,28,3,30,0.5,525,3.5,0.55,8.2,0.45,0,0,59,1.7,1.8,0.644,1251,579,0.4628297362110312,2499,1100,0.44017607042817125,3015,1384,0.4590381426202322,2135,1030,0.48243559718969553,1237,613,0.49555375909458366
9.22.1,Kalista,429,Kalista,FALSE,,,,TRUE,,the Spear of Vengeance,"A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...",Marksman',,Mana,8,2,4,7,Kalista.png,champion1.png,champion,384,48,48,48,534,89,250,45,325,23,3.5,30,0.5,525,3.75,0.55,6.3,0.4,0,0,69,4,4,0.694,78,32,0.41025641025641024,145,65,0.4482758620689655,156,76,0.48717948717948717,99,41,0.41414141414141414,65,30,0.46153846153846156
9.22.1,Karma,43,Karma,TRUE,TRUE,,,,TRUE,the Enlightened One,"No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...",Mage',Support',Mana,1,7,8,5,Karma.png,champion1.png,champion,432,48,48,48,534,95,374,50,335,26,3.8,30,0.5,525,5.5,0.55,11.5,0.5,0,0,53.544,3.3,2.3,0.625,177,76,0.4293785310734463,397,166,0.4181360201511335,483,239,0.494824016563147,329,156,0.47416413373860183,213,97,0.45539906103286387
9.22.1,Karthus,30,Karthus,FALSE,,TRUE,,,,the Deathsinger,"The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...",Mage',,Mana,2,2,10,7,Karthus.png,champion1.png,champion,0,96,48,48,528,87,467,30.5,335,20.88,3.5,30,0.5,450,6.5,0.55,8,0.8,0,0,45.66,3.25,2.11,0.625,184,105,0.5706521739130435,319,149,0.4670846394984326,396,201,0.5075757575757576,306,133,0.434640522875817,201,95,0.472636815920398
9.22.1,Kassadin,38,Kassadin,FALSE,,,TRUE,,,the Void Walker,"Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...",Assassin',Mage',Mana,3,5,8,8,Kassadin.png,champion1.png,champion,48,96,48,48,576,90,397.6,67,340,19,2.8,30,0.5,150,6,0.5,6,0.8,0,0,58.852,3.9,3.7,0.64,341,160,0.46920821114369504,602,283,0.4700996677740864,689,367,0.532656023222061,435,241,0.5540229885057472,261,157,0.6015325670498084
9.22.1,Katarina,55,Katarina,FALSE,,,TRUE,,,the Sinister Blade,"Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...",Assassin',Mage',None,4,3,9,8,Katarina.png,champion1.png,champion,96,96,48,48,602,94,0,0,340,27.88,3.5,32.1,1.25,125,7.5,0.7,0,0,0,0,58,3.2,2.74,0.658,320,158,0.49375,604,318,0.5264900662251656,767,393,0.5123859191655802,564,296,0.524822695035461,296,139,0.46959459459459457
9.22.1,Kayle,10,Kayle,FALSE,TRUE,,TRUE,,,the Righteous,"Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many years—until Kayle became disillusioned...",Fighter',Support',Mana,6,6,7,7,Kayle.png,champion1.png,champion,144,96,48,48,600,85,330,50,335,26,3,34,0.5,175,5,0.5,8,0.8,0,0,50,2.5,1.5,0.625,630,306,0.4857142857142857,1263,634,0.5019794140934284,1560,809,0.5185897435897436,1096,605,0.552007299270073,611,359,0.5875613747954174
9.22.1,Kayn,141,Kayn,TRUE,,TRUE,,,,the Shadow Reaper,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...",Fighter',Assassin',Mana,10,6,1,8,Kayn.png,champion1.png,champion,192,96,48,48,585,85,410,50,340,38,3.3,32.1,1.25,175,8,0.75,11.5,0.95,0,0,68,3.3,2.7,0.669,533,250,0.46904315196998125,1178,576,0.48896434634974534,1450,742,0.5117241379310344,1101,577,0.5240690281562216,676,358,0.5295857988165681
9.22.1,Kennen,85,Kennen,TRUE,TRUE,,TRUE,,,the Heart of the Tempest,"More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...",Mage',Marksman',Energy,6,4,7,4,Kennen.png,champion1.png,champion,240,96,48,48,541,84,200,0,335,29,3.75,30,0.5,550,5.5,0.65,50,0,0,0,48,3.75,3.4,0.625,180,105,0.5833333333333334,347,169,0.48703170028818443,457,238,0.5207877461706784,328,164,0.5,213,106,0.49765258215962443
9.22.1,Khazix,121,Kha'Zix,FALSE,,TRUE,,,,the Voidreaver,"The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...",Assassin',,Mana,9,4,3,6,Khazix.png,champion1.png,champion,288,96,48,48,572.8,85,327.2,40,350,36,3,32.1,1.25,125,7.5,0.75,7.59,0.5,0,0,63,3.1,2.7,0.668,576,282,0.4895833333333333,1238,634,0.5121163166397416,1500,760,0.5066666666666667,1091,585,0.536205316223648,723,376,0.5200553250345782
9.22.1,Kindred,203,Kindred,FALSE,,TRUE,,,,The Eternal Hunters,"Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...",Marksman',,Mana,8,2,2,4,Kindred.png,champion1.png,champion,336,96,48,48,540,85,300,35,325,29,3.5,30,0.5,500,7,0.55,6.972,0.4,0,0,65,2.26,3.5,0.625,141,75,0.5319148936170213,284,130,0.45774647887323944,344,182,0.5290697674418605,175,89,0.5085714285714286,121,56,0.4628099173553719
9.22.1,Kled,240,Kled,TRUE,TRUE,,TRUE,,,the Cantankerous Cavalier,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...",Fighter',Tank',Courage,8,2,2,7,Kled.png,champion1.png,champion,384,96,48,48,340,70,100,0,345,35,4,32.1,1.25,125,6,0.75,0,0,0,0,65,3.5,3.5,0.625,279,162,0.5806451612903226,498,276,0.5542168674698795,607,334,0.5502471169686985,390,202,0.517948717948718,247,111,0.4493927125506073
9.22.1,KogMaw,96,Kog'Maw,FALSE,,,,TRUE,,the Mouth of the Abyss,"Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...",Marksman',Mage',Mana,8,2,5,6,KogMaw.png,champion1.png,champion,432,96,48,48,534,88,325,40,330,24,3.5,30,0.5,500,3.75,0.55,8.75,0.7,0,0,61,3.11,2.65,0.665,70,29,0.4142857142857143,152,73,0.48026315789473684,254,132,0.5196850393700787,134,66,0.4925373134328358,108,56,0.5185185185185185
9.22.1,Leblanc,7,LeBlanc,TRUE,,,TRUE,,,the Deceiver,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...",Assassin',Mage',Mana,1,4,10,9,Leblanc.png,champion2.png,champion,0,0,48,48,528,92,334,50,340,21.88,3.5,30,0.5,525,7.5,0.55,6,0.8,0,0,54.88,3.5,1.4,0.625,316,152,0.4810126582278481,558,258,0.46236559139784944,710,349,0.4915492957746479,446,225,0.5044843049327354,311,142,0.4565916398713826
9.22.1,LeeSin,64,Lee Sin,TRUE,,TRUE,,,,the Blind Monk,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...",Fighter',Assassin',Energy,8,5,3,6,LeeSin.png,champion2.png,champion,48,0,48,48,575,85,200,0,345,33,3.7,32.1,1.25,125,7.5,0.7,50,0,0,0,70,3.2,3,0.651,1164,566,0.48625429553264604,2019,924,0.4576523031203566,2445,1145,0.46830265848670755,1724,778,0.45127610208816704,1079,517,0.47914735866543096
9.22.1,Leona,89,Leona,TRUE,,,,,TRUE,the Radiant Dawn,"Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...",Tank',Support',Mana,4,8,3,4,Leona.png,champion2.png,champion,96,0,48,48,576.16,87,302.2,40,335,47,3.6,32.1,1.25,125,8.5,0.85,6,0.8,0,0,60.04,3,2.9,0.625,815,428,0.5251533742331288,1517,839,0.5530652603823335,2045,1096,0.5359413202933986,1339,691,0.5160567587752054,832,418,0.5024038461538461
9.22.1,Lissandra,127,Lissandra,TRUE,,,TRUE,,,the Ice Witch,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...",Mage',,Mana,2,5,8,6,Lissandra.png,champion2.png,champion,144,0,48,48,550,90,475,30,325,22,3.7,30,0.5,550,7,0.55,8,0.4,0,0,53,2.7,1.36,0.656,178,95,0.5337078651685393,293,148,0.5051194539249146,403,204,0.5062034739454094,256,117,0.45703125,144,71,0.4930555555555556
9.22.1,Lucian,236,Lucian,FALSE,,,TRUE,TRUE,,the Purifier,"Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...",Marksman',,Mana,8,5,3,6,Lucian.png,champion2.png,champion,192,0,48,48,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.176,0.7,0,0,64,2.75,3.3,0.638,824,403,0.4890776699029126,1610,780,0.484472049689441,2061,977,0.47404172731683647,1495,684,0.45752508361204014,852,442,0.5187793427230047
9.22.1,Lulu,117,Lulu,TRUE,,,,,TRUE,the Fae Sorceress,"The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...",Support',Mage',Mana,4,5,7,5,Lulu.png,champion2.png,champion,240,0,48,48,525,74,350,55,330,28.22,3.7,30,0.5,550,6,0.6,11,0.6,0,0,46.368,2.6,2.25,0.625,302,154,0.5099337748344371,630,325,0.5158730158730159,809,416,0.5142150803461063,502,258,0.5139442231075697,291,163,0.5601374570446735
9.22.1,Lux,99,Lux,TRUE,,,TRUE,,TRUE,the Lady of Luminosity,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...",Mage',Support',Mana,2,4,9,5,Lux.png,champion2.png,champion,288,0,48,48,490,85,480,23.5,330,18.72,4,30,0.5,550,5.5,0.55,8,0.8,0,0,53.54,3.3,1,0.669,696,350,0.5028735632183908,1185,589,0.4970464135021097,1544,758,0.49093264248704666,1250,627,0.5016,893,472,0.528555431131019
9.22.1,Malphite,54,Malphite,TRUE,TRUE,,TRUE,,TRUE,Shard of the Monolith,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...",Tank',Fighter',Mana,5,9,7,2,Malphite.png,champion2.png,champion,336,0,48,48,574.2,90,282.2,40,335,37,3.75,32.1,1.25,125,7,0.55,7.324,0.55,0,0,61.97,4,3.4,0.736,393,200,0.5089058524173028,841,425,0.5053507728894173,1118,580,0.518783542039356,867,428,0.4936562860438293,603,290,0.48092868988391374
9.22.1,Malzahar,90,Malzahar,TRUE,TRUE,,TRUE,,,the Prophet of the Void,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...",Mage',Assassin',Mana,2,2,9,6,Malzahar.png,champion2.png,champion,384,0,48,48,537,87,375,27.5,335,18,3.5,30,0.5,500,6,0.6,8,0.8,0,0,55,3,1.5,0.625,286,134,0.46853146853146854,557,292,0.5242369838420108,792,442,0.5580808080808081,566,295,0.5212014134275619,357,171,0.4789915966386555
9.22.1,Maokai,57,Maokai,TRUE,TRUE,,,,TRUE,the Twisted Treant,"Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...",Tank',Mage',Mana,3,8,6,3,Maokai.png,champion2.png,champion,432,0,48,48,565,95,377.28,43,335,39,4,32.1,1.25,125,5,0.75,7.2,0.6,0,0,63.54,3.3,2.125,0.8,125,63,0.504,253,133,0.525691699604743,354,171,0.4830508474576271,223,107,0.4798206278026906,151,82,0.543046357615894
9.22.1,MasterYi,11,Master Yi,FALSE,,TRUE,,,,the Wuju Bladesman,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...",Assassin',Fighter',Mana,10,4,2,4,MasterYi.png,champion2.png,champion,0,48,48,48,598.56,92,250.56,42,355,33,3,32.1,1.25,125,7.5,0.65,7.256,0.45,0,0,66,3,2,0.679,524,273,0.5209923664122137,1021,526,0.515181194906954,1238,632,0.5105008077544426,814,444,0.5454545454545454,462,250,0.5411255411255411
9.22.1,MissFortune,21,Miss Fortune,FALSE,,,,TRUE,,the Bounty Hunter,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...",Marksman',,Mana,8,2,5,1,MissFortune.png,champion2.png,champion,48,48,48,48,541,91,325.84,35,325,28,3,30,0.5,550,3.75,0.65,8.042,0.65,0,0,50,2.7,3,0.656,812,453,0.5578817733990148,1551,844,0.5441650548033526,1985,1065,0.5365239294710328,1436,764,0.532033426183844,920,476,0.5173913043478261
9.22.1,MonkeyKing,62,Wukong,TRUE,,TRUE,,,,the Monkey King,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...",Fighter',Tank',Mana,8,5,2,3,MonkeyKing.png,champion2.png,champion,96,48,48,48,577.8,85,265.84,38,345,34,3.5,32.1,1.25,175,6,0.65,8.042,0.65,0,0,68,4,3,0.711,152,67,0.4407894736842105,246,116,0.4715447154471545,322,175,0.5434782608695652,260,144,0.5538461538461539,168,99,0.5892857142857143
9.22.1,Mordekaiser,82,Mordekaiser,TRUE,TRUE,,TRUE,,,the Iron Revenant,"Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...",Fighter',,Shield,4,6,7,4,Mordekaiser.png,champion2.png,champion,144,48,48,48,575,90,100,0,335,37,3,32,1.25,175,5,0.75,0,0,0,0,61,4,1,0.625,400,199,0.4975,843,427,0.5065243179122183,1074,573,0.5335195530726257,798,408,0.5112781954887218,561,281,0.5008912655971479
9.22.1,Morgana,25,Morgana,TRUE,,,,,TRUE,the Fallen,"Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...",Mage',Support',Mana,1,6,8,1,Morgana.png,champion2.png,champion,192,48,48,48,560,90,340,60,330,25,3.8,30,0.5,450,5.5,0.4,11,0.4,0,0,56,3.5,1.53,0.625,590,307,0.5203389830508475,1153,610,0.5290546400693842,1493,721,0.48292029470864034,1087,547,0.5032198712051518,731,333,0.45554035567715456
9.22.1,Nami,267,Nami,TRUE,,,,,TRUE,the Tidecaller,"A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...",Support',Mage',Mana,4,3,7,5,Nami.png,champion2.png,champion,240,48,48,48,489.32,74,377.24,43,335,29,4,30,0.5,550,5.5,0.55,11.5,0.4,0,0,51.208,3.1,2.61,0.644,562,304,0.5409252669039146,1026,532,0.5185185185185185,1224,608,0.49673202614379086,953,499,0.5236096537250787,552,288,0.5217391304347826
9.22.1,Nasus,75,Nasus,FALSE,TRUE,,,,,the Curator of the Sands,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...",Fighter',Tank',Mana,7,5,6,6,Nasus.png,champion2.png,champion,288,48,48,48,561.2,90,325.6,42,350,34,3.5,32.1,1.25,125,9,0.9,7.44,0.5,0,0,67,3.5,3.48,0.638,312,152,0.48717948717948717,543,257,0.4732965009208103,727,367,0.5048143053645117,534,268,0.50187265917603,317,164,0.5173501577287066
9.22.1,Nautilus,111,Nautilus,TRUE,,,,,TRUE,the Titan of the Depths,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...",Tank',Fighter',Mana,4,6,6,6,Nautilus.png,champion2.png,champion,336,48,48,48,576.48,86,400,47,325,39,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,0,0,61,3.3,1,0.706,907,480,0.5292171995589857,1729,894,0.5170618854829381,2115,1084,0.5125295508274231,1495,767,0.5130434782608696,853,440,0.5158264947245017
9.22.1,Neeko,518,Neeko,TRUE,,,TRUE,,TRUE,the Curious Chameleon,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...",Mage',Support',Mana,1,1,9,5,Neeko.png,champion2.png,champion,384,48,48,48,540,90,450,30,340,21,4,30,0.5,550,7.5,0.75,7,0.7,0,0,48,2.5,3,0.625,176,89,0.5056818181818182,305,143,0.46885245901639344,438,216,0.4931506849315068,306,146,0.477124183006536,214,108,0.5046728971962616
9.22.1,Nidalee,76,Nidalee,FALSE,,TRUE,,,,the Bestial Huntress,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",Assassin',Mage',Mana,5,4,7,8,Nidalee.png,champion2.png,champion,432,48,48,48,545,85,295.6,45,335,28,3.5,30,0.5,525,6,0.6,6,0.8,0,0,61,3.5,3.22,0.638,183,92,0.5027322404371585,349,165,0.47277936962750716,376,182,0.48404255319148937,307,137,0.44625407166123776,167,78,0.46706586826347307
9.22.1,Nocturne,56,Nocturne,TRUE,TRUE,TRUE,TRUE,,,the Eternal Nightmare,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",Assassin',Fighter',Mana,9,5,2,4,Nocturne.png,champion2.png,champion,0,96,48,48,585,85,275,35,345,38,3.5,32.1,1.25,125,8.5,0.75,7,0.45,0,0,62,3.1,2.7,0.721,326,174,0.5337423312883436,720,369,0.5125,927,475,0.5124056094929881,682,351,0.5146627565982405,456,219,0.48026315789473684
9.22.1,Nunu,20,Nunu & Willump,TRUE,,TRUE,,,,the Boy and His Yeti,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",Tank',Fighter',Mana,4,6,7,4,Nunu.png,champion2.png,champion,48,96,48,48,570,82,280,42,345,32,3,32.1,1.25,125,5,0.8,7,0.5,0,0,61,3,2.25,0.625,245,117,0.4775510204081633,470,245,0.5212765957446809,508,284,0.5590551181102362,332,161,0.48493975903614456,232,109,0.4698275862068966
9.22.1,Olaf,2,Olaf,FALSE,TRUE,TRUE,,,,the Berserker,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...",Fighter',Tank',Mana,9,5,3,3,Olaf.png,champion2.png,champion,96,96,48,48,597.24,93,315.6,42,350,35,3,32.1,1.25,125,8.5,0.9,7.466,0.575,0,0,68,3.5,2.7,0.694,304,150,0.4934210526315789,592,320,0.5405405405405406,669,325,0.4857997010463378,501,241,0.4810379241516966,253,134,0.5296442687747036
9.22.1,Orianna,61,Orianna,TRUE,,,TRUE,,,the Lady of Clockwork,"Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...",Mage',Support',Mana,4,3,9,7,Orianna.png,champion2.png,champion,144,96,48,48,530,91,418,25,325,17.04,3,26,0.5,525,7,0.55,8,0.8,0,0,40.368,2.6,3.5,0.658,294,155,0.5272108843537415,593,280,0.47217537942664417,785,386,0.49171974522292994,519,277,0.5337186897880539,341,155,0.45454545454545453
9.22.1,Ornn,516,Ornn,TRUE,TRUE,,TRUE,,,The Fire below the Mountain,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...",Tank',Fighter',Mana,5,9,3,5,Ornn.png,champion2.png,champion,192,96,48,48,590,95,340.6,45,335,36,4,32.1,1.25,175,9,0.9,8.01,0.6,0,0,69,3.5,2,0.625,187,89,0.47593582887700536,389,193,0.4961439588688946,507,232,0.45759368836291914,358,183,0.5111731843575419,228,109,0.4780701754385965
9.22.1,Pantheon,80,Pantheon,TRUE,TRUE,TRUE,TRUE,,,the Unbreakable Spear,"Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...",Fighter',Assassin',Mana,9,4,3,4,Pantheon.png,champion2.png,champion,240,96,48,48,580,95,317.12,31,355,40,3.75,28,1.25,175,10,0.65,7.356,0.45,0,0,64,3.3,2.95,0.644,320,176,0.55,622,312,0.5016077170418006,775,372,0.48,570,267,0.46842105263157896,369,161,0.4363143631436314
9.22.1,Poppy,78,Poppy,TRUE,TRUE,TRUE,,,TRUE,Keeper of the Hammer,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...",Tank',Fighter',Mana,6,7,2,6,Poppy.png,champion2.png,champion,288,96,48,48,540,90,280,40,345,38,3.5,32,1.25,125,8,0.8,7,0.7,0,0,64,4,2.5,0.625,118,58,0.4915254237288136,250,123,0.492,288,130,0.4513888888888889,211,83,0.3933649289099526,158,61,0.3860759493670886
9.22.1,Pyke,555,Pyke,TRUE,,,,,TRUE,the Bloodharbor Ripper,"A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...",Support',Assassin',Mana,9,3,1,7,Pyke.png,champion2.png,champion,336,96,48,48,600,90,415,50,330,45,5,32,1.5,150,7,0.5,8,1,0,0,62,2,2.5,0.667,458,228,0.4978165938864629,978,463,0.4734151329243354,1221,568,0.4651924651924652,910,455,0.5,522,263,0.5038314176245211
9.22.1,Qiyana,246,Qiyana,TRUE,,TRUE,TRUE,,,Empress of the Elements,"In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...",Assassin',Fighter',Mana,0,2,4,8,Qiyana.png,champion2.png,champion,384,96,48,48,590,90,320,50,335,28,3.5,32.1,1.25,150,8.5,0.65,8,0.7,0,0,64,3.1,2.1,0.625,540,252,0.4666666666666667,1077,452,0.41968430826369546,1303,574,0.4405218726016884,927,436,0.4703344120819849,569,274,0.48154657293497366
