,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Allies0,Counters0,Runes1,Items1,Spells1,Allies1,Counters1,Runes2,Items2,Spells2,Allies2,Counters2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA
40,9.22.1,Ivern,427,Ivern,True,,True,,,,the Green Father,"Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow...",Support',Mage',Mana,3,5,7,7,Ivern.png,champion1.png,champion,0,48,48,48,585.0,95,450.0,60.0,330,27.0,3.5,32.1,1.25,475,7.0,0.85,6.0,0.75,0,0,50.0,3.0,3.4,0.644,8347,3117,4,412,145,8321,3504,11,81,13,8214,3174,3,145,81,0.4625,0.009119927040583675,0.002279981760145919,0.011399908800729594,1.5146009085009733
41,9.22.1,Janna,40,Janna,True,,,,,True,the Storm's Fury,"Armed with the power of Runeterra's gales, Janna is a mysterious, elemental wind spirit who protects the dispossessed of Zaun. Some believe she was brought into existence by the pleas of Runeterra's sailors who prayed for fair winds as they navigated...",Support',Mage',Mana,3,5,7,7,Janna.png,champion1.png,champion,48,48,48,48,500.0,70,350.0,64.0,315,28.0,3.8,30.0,0.5,550,5.5,0.55,11.5,0.4,0,0,46.0,1.5,2.95,0.625,8226,3117,4,145,145,8237,3504,14,51,64,8234,3107,3,64,51,0.5093220338983051,0.06725946192430461,0.005044459644322845,0.07230392156862746,1.3689101172383846
42,9.22.1,JarvanIV,59,Jarvan IV,True,,True,,,,the Exemplar of Demacia,"Prince Jarvan, scion of the Lightshield dynasty, is heir apparent to the throne of Demacia. Raised to be a paragon of his nation's greatest virtues, he is forced to balance the heavy expectations placed upon him with his own desire to fight on the front...",Tank',Fighter',Mana,6,8,3,5,JarvanIV.png,champion1.png,champion,96,48,48,48,570.0,90,300.0,40.0,340,34.0,3.6,32.1,1.25,175,8.0,0.7,6.5,0.45,0,0,64.0,3.4,2.5,0.6579999999999999,9111,3071,4,235,64,8014,3111,11,145,235,8143,1400,14,51,145,0.4844201734661099,0.08871979024167807,0.018610351117191063,0.10733014135886913,1.9752585566539056
43,9.22.1,Jax,24,Jax,True,True,True,,,,Grandmaster at Arms,"Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained...",Fighter',Assassin',Mana,7,5,7,5,Jax.png,champion1.png,champion,144,48,48,48,592.8,85,338.8,32.0,350,36.0,3.0,32.1,1.25,125,8.5,0.55,7.5760000000000005,0.7,0,0,68.0,3.375,3.4,0.638,9111,3078,4,235,235,8010,3161,12,51,51,8014,3111,11,145,145,0.5009970089730807,0.11434108527131782,0.20710784313725492,0.32144892840857275,2.044467695527073
44,9.22.1,Jayce,126,Jayce,True,True,,True,,,the Defender of Tomorrow,"Jayce is a brilliant inventor who has pledged his life to the defense of Piltover and its unyielding pursuit of progress. With his transforming hextech hammer in hand, Jayce uses his strength, courage, and considerable intelligence to protect his...",Fighter',Marksman',Mana,8,4,3,7,Jayce.png,champion1.png,champion,192,48,48,48,560.0,90,357.2,37.0,335,27.0,3.5,30.0,0.5,125,6.0,0.6,6.0,0.8,0,0,54.0,4.25,3.0,0.6579999999999999,8135,3142,4,235,145,8139,3071,12,245,235,8345,3147,14,51,51,0.47113163972286376,0.024680802553579573,0.006326949384404925,0.031007751937984496,1.9600315022642252
45,9.22.1,Jhin,202,Jhin,True,,,,True,,the Virtuoso,"Jhin is a meticulous criminal psychopath who believes murder is art. Once an Ionian prisoner, but freed by shadowy elements within Ionia's ruling council, the serial killer now works as their cabal's assassin. Using his gun as his paintbrush, Jhin...",Marksman',Mage',Mana,10,2,6,6,Jhin.png,champion1.png,champion,240,48,48,48,556.0,91,300.0,50.0,330,24.0,3.5,30.0,0.5,550,3.75,0.55,6.0,0.8,0,0,59.0,4.7,0.0,0.625,8014,3031,4,235,51,9111,3094,7,245,235,8021,3009,21,412,145,0.517914691943128,0.15033629730962153,0.013309393524851802,0.16364569083447333,2.333877086494689
46,9.22.1,Jinx,222,Jinx,True,,,,True,,the Loose Cannon,"A manic and impulsive criminal from Zaun, Jinx lives to wreak havoc without care for the consequences. With an arsenal of deadly weapons, she unleashes the loudest blasts and brightest explosions to leave a trail of mayhem and panic in her wake. Jinx...",Marksman',,Mana,9,2,4,6,Jinx.png,champion1.png,champion,288,48,48,48,581.0,84,245.0,45.0,325,28.0,3.5,30.0,0.5,525,3.75,0.5,6.7,1.0,0,0,57.0,3.4,1.0,0.625,8014,3031,4,412,145,9111,3006,7,245,235,9103,3085,1,235,51,0.5197355629010305,0.14657432740538076,0.016330369357045144,0.16290469676242592,2.173854447439353
47,9.22.1,Kaisa,145,Kai'Sa,False,,,,True,,Daughter of the Void,"Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered...",Marksman',,Mana,8,5,3,6,Kaisa.png,champion1.png,champion,336,48,48,48,571.0,86,344.88,38.0,335,28.0,3.0,30.0,0.5,525,3.5,0.55,8.2,0.45,0,0,59.0,1.7,1.8,0.644,8014,3006,4,412,51,9111,3124,7,157,235,8005,3042,12,245,157,0.4660985085850357,0.22739968080255357,0.1080141358869129,0.33541381668946646,2.2573275663737173
48,9.22.1,Kalista,429,Kalista,False,,,,True,,the Spear of Vengeance,"A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...",Marksman',,Mana,8,2,4,7,Kalista.png,champion1.png,champion,384,48,48,48,534.0,89,250.0,45.0,325,23.0,3.5,30.0,0.5,525,3.75,0.55,6.3,0.4,0,0,69.0,4.0,4.0,0.6940000000000001,9104,3006,4,412,498,9111,3153,7,157,145,8135,3085,1,64,157,0.4305555555555556,0.012311901504787962,0.0014534883720930232,0.013765389876880984,2.1470040937848904
49,9.22.1,Karma,43,Karma,True,True,,,,True,the Enlightened One,"No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...",Mage',Support',Mana,1,7,8,5,Karma.png,champion1.png,champion,432,48,48,48,534.0,95,374.0,50.0,335,26.0,3.8,30.0,0.5,525,5.5,0.55,11.5,0.5,0,0,53.544,3.3,2.3,0.625,8226,3504,4,51,145,8237,3020,14,145,235,8214,3092,12,22,64,0.46624305003971406,0.0358812129502964,0.0029354765161878705,0.03881668946648427,1.4703337453646477
50,9.22.1,Karthus,30,Karthus,False,,True,,,,the Deathsinger,"The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...",Mage',,Mana,2,2,10,7,Karthus.png,champion1.png,champion,0,96,48,48,528.0,87,467.0,30.5,335,20.88,3.5,30.0,0.5,450,6.5,0.55,8.0,0.8,0,0,45.66,3.25,2.11,0.625,8128,3020,4,51,145,8138,1402,11,145,235,8009,3165,12,235,51,0.47695390781563124,0.02844277245782034,0.014990880072959416,0.04343365253077976,2.1206869874671206
51,9.22.1,Kassadin,38,Kassadin,False,,,True,,,the Void Walker,"Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...",Assassin',Mage',Mana,3,5,8,8,Kassadin.png,champion1.png,champion,48,96,48,48,576.0,90,397.6,67.0,340,19.0,2.8,30.0,0.5,150,6.0,0.5,6.0,0.8,0,0,58.852,3.9,3.7,0.64,8135,3027,4,51,51,8014,3040,12,235,145,8139,3020,14,145,245,0.5137142857142857,0.04987460100319197,0.060191518467852256,0.11006611947104422,2.427056630156141
52,9.22.1,Katarina,55,Katarina,False,,,True,,,the Sinister Blade,"Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...",Assassin',Mage',None,4,3,9,8,Katarina.png,champion1.png,champion,96,96,48,48,602.0,94,0.0,0.0,340,27.88,3.5,32.1,1.25,125,7.5,0.7,0.0,0.0,0,0,58.0,3.2,2.74,0.6579999999999999,9111,3146,4,235,235,8143,3020,14,51,145,8135,3157,12,145,157,0.5038610038610039,0.0590515275877793,0.05392156862745098,0.11297309621523027,2.342203583682806
53,9.22.1,Kayle,10,Kayle,False,True,,True,,,the Righteous,"Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many years—until Kayle became disillusioned...",Fighter',Support',Mana,6,6,7,7,Kayle.png,champion1.png,champion,144,96,48,48,600.0,85,330.0,50.0,335,26.0,3.0,34.0,0.5,175,5.0,0.5,8.0,0.8,0,0,50.0,2.5,1.5,0.625,8359,3006,4,145,145,8345,3146,12,51,235,8304,3115,14,235,51,0.5312573167876375,0.12172252621979024,0.2775592795257638,0.39928180574555405,1.8983445308040223
54,9.22.1,Kayn,141,Kayn,True,,True,,,,the Shadow Reaper,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...",Fighter',Assassin',Mana,10,6,1,8,Kayn.png,champion1.png,champion,192,96,48,48,585.0,85,410.0,50.0,340,38.0,3.3,32.1,1.25,175,8.0,0.75,11.5,0.95,0,0,68.0,3.3,2.7,0.669,9111,1400,4,235,235,8143,3071,11,145,145,8135,3111,14,51,157,0.5127587867116032,0.11838805289557683,0.1011171910624715,0.21950524395804832,2.197732163549081
55,9.22.1,Kennen,85,Kennen,True,True,,True,,,the Heart of the Tempest,"More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...",Mage',Marksman',Energy,6,4,7,4,Kennen.png,champion1.png,champion,240,96,48,48,541.0,84,200.0,0.0,335,29.0,3.75,30.0,0.5,550,5.5,0.65,50.0,0.0,0,0,48.0,3.75,3.4,0.625,8139,3020,4,235,235,8347,3152,12,51,51,8135,3157,14,157,157,0.5118755118755118,0.03479822161422708,0.016786365709074328,0.051584587323301415,1.9760727388738235
56,9.22.1,Khazix,121,Kha'Zix,False,,True,,,,the Voidreaver,"The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...",Assassin',,Mana,9,4,3,6,Khazix.png,champion1.png,champion,288,96,48,48,572.8,85,327.2,40.0,350,36.0,3.0,32.1,1.25,125,7.5,0.75,7.59,0.5,0,0,63.0,3.1,2.7,0.6679999999999999,8143,3147,4,235,235,8138,1400,11,51,145,8135,3047,14,145,51,0.5062166962699822,0.11231760145918833,0.1716826265389877,0.28400022799817604,2.476555158804736
57,9.22.1,Kindred,203,Kindred,False,,True,,,,The Eternal Hunters,"Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...",Marksman',,Mana,8,2,2,4,Kindred.png,champion1.png,champion,336,96,48,48,540.0,85,300.0,35.0,325,29.0,3.5,30.0,0.5,500,7.0,0.55,6.972,0.4,0,0,65.0,2.26,3.5,0.625,9111,3006,4,51,235,8014,1412,11,235,13,9104,3031,7,412,51,0.5067155067155067,0.023341313269493843,0.006298449612403101,0.029639762881896944,2.0739353312302837
58,9.22.1,Kled,240,Kled,True,True,,True,,,the Cantankerous Cavalier,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...",Fighter',Tank',Courage,8,2,2,7,Kled.png,champion1.png,champion,384,96,48,48,340.0,70,100.0,0.0,345,35.0,4.0,32.1,1.25,125,6.0,0.75,0.0,0.0,0,0,65.0,3.5,3.5,0.625,9111,3071,4,235,235,8010,3748,12,51,51,9104,1055,14,145,145,0.5253485424588086,0.04497264021887825,0.048250113999088004,0.09322275421796625,2.18749235099743
59,9.22.1,KogMaw,96,Kog'Maw,False,,,,True,,the Mouth of the Abyss,"Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...",Marksman',Mage',Mana,8,2,5,6,KogMaw.png,champion1.png,champion,432,96,48,48,534.0,88,325.0,40.0,330,24.0,3.5,30.0,0.5,500,3.75,0.55,8.75,0.7,0,0,61.0,3.11,2.65,0.665,8014,3124,4,117,145,8008,3006,7,157,235,9111,3153,21,235,13,0.4925864909390445,0.017299361605107158,0.0015389876880984952,0.01883834929320565,2.114532960040723
60,9.22.1,Leblanc,7,LeBlanc,True,,,True,,,the Deceiver,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...",Assassin',Mage',Mana,1,4,10,9,Leblanc.png,champion2.png,champion,0,0,48,48,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,0,0,54.88,3.5,1.4,0.625,8112,3285,4,51,51,8138,3020,14,235,145,8143,3165,12,145,81,0.4817792068595927,0.05318057455540356,0.056971044231646145,0.11015161878704971,2.457936596841044
61,9.22.1,LeeSin,64,Lee Sin,True,,True,,,,the Blind Monk,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...",Fighter',Assassin',Energy,8,5,3,6,LeeSin.png,champion2.png,champion,48,0,48,48,575.0,85,200.0,0.0,345,33.0,3.7,32.1,1.25,125,7.5,0.7,50.0,0.0,0,0,70.0,3.2,3.0,0.6509999999999999,9111,3071,4,51,51,8014,1412,11,235,145,8010,1400,14,145,235,0.464721643346234,0.19146146830825353,0.11126310989512084,0.3027245782033744,2.1570835329819515
62,9.22.1,Leona,89,Leona,True,,,,,True,the Radiant Dawn,"Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...",Tank',Support',Mana,4,8,3,4,Leona.png,champion2.png,champion,96,0,48,48,576.16,87,302.2,40.0,335,47.0,3.6,32.1,1.25,125,8.5,0.85,6.0,0.8,0,0,60.04,3.0,2.9,0.625,8439,3117,4,145,235,8473,3401,14,51,412,8451,3050,3,157,51,0.5296546546546547,0.1518467852257182,0.17017213862289102,0.3220189238486092,1.378372077532805
63,9.22.1,Lissandra,127,Lissandra,True,,,True,,,the Ice Witch,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...",Mage',,Mana,2,5,8,6,Lissandra.png,champion2.png,champion,144,0,48,48,550.0,90,475.0,30.0,325,22.0,3.7,30.0,0.5,550,7.0,0.55,8.0,0.4,0,0,53.0,2.7,1.36,0.6559999999999999,8226,3020,4,235,145,8439,3285,12,145,157,8473,3157,14,412,235,0.49948506694129763,0.02767327861377109,0.009176926584587323,0.03685020519835841,1.9538648320518008
64,9.22.1,Lucian,236,Lucian,False,,,True,True,,the Purifier,"Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...",Marksman',,Mana,8,5,3,6,Lucian.png,champion2.png,champion,192,0,48,48,571.0,86,348.88,38.0,335,28.0,3.0,30.0,0.5,500,3.75,0.65,8.176,0.7,0,0,64.0,2.75,3.3,0.638,8005,3006,4,235,145,8014,3508,7,412,51,9111,3153,12,245,235,0.47554398363399664,0.15324327405380758,0.01672936616507068,0.16997264021887826,2.17600162151206
65,9.22.1,Lulu,117,Lulu,True,,,,,True,the Fae Sorceress,"The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...",Support',Mage',Mana,4,5,7,5,Lulu.png,champion2.png,champion,240,0,48,48,525.0,74,350.0,55.0,330,28.22,3.7,30.0,0.5,550,6.0,0.6,11.0,0.6,0,0,46.368,2.6,2.25,0.625,8214,3504,4,145,145,8226,3117,14,157,157,8237,3098,3,245,235,0.5206159960258321,0.05737004103967168,0.010744414044687643,0.06811445508435932,1.368335202365175
66,9.22.1,Lux,99,Lux,True,,,True,,True,the Lady of Luminosity,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...",Mage',Support',Mana,2,4,9,5,Lux.png,champion2.png,champion,288,0,48,48,490.0,85,480.0,23.5,330,18.72,4.0,30.0,0.5,550,5.5,0.55,8.0,0.8,0,0,53.54,3.3,1.0,0.669,8226,3020,4,51,235,8210,3285,14,145,145,8229,3098,21,235,51,0.5037144036318614,0.13810989512083904,0.02197332421340629,0.16008321933424532,1.8531542884145862
67,9.22.1,Malphite,54,Malphite,True,True,,True,,True,Shard of the Monolith,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...",Tank',Fighter',Mana,5,9,7,2,Malphite.png,champion2.png,champion,336,0,48,48,574.2,90,282.2,40.0,335,37.0,3.75,32.1,1.25,125,7.0,0.55,7.324,0.55,0,0,61.97,4.0,3.4,0.736,8226,3020,4,157,235,8229,3047,12,235,145,8237,3025,11,51,51,0.4998484389208851,0.09402074783401733,0.11023711810305517,0.2042578659370725,1.9719027181688127
68,9.22.1,Malzahar,90,Malzahar,True,True,,True,,,the Prophet of the Void,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...",Mage',Assassin',Mana,2,2,9,6,Malzahar.png,champion2.png,champion,384,0,48,48,537.0,87,375.0,27.5,335,18.0,3.5,30.0,0.5,500,6.0,0.6,8.0,0.8,0,0,55.0,3.0,1.5,0.625,8226,3285,4,145,145,8210,3116,12,51,51,8214,3020,14,235,245,0.5183962264150943,0.06041951664386685,0.0927952576379389,0.15321477428180574,1.889108538077756
69,9.22.1,Maokai,57,Maokai,True,True,,,,True,the Twisted Treant,"Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...",Tank',Mage',Mana,3,8,6,3,Maokai.png,champion2.png,champion,432,0,48,48,565.0,95,377.28,43.0,335,39.0,4.0,32.1,1.25,125,5.0,0.75,7.2,0.6,0,0,63.54,3.3,2.125,0.8,8439,3065,4,235,145,8446,3068,12,145,235,8345,3111,14,51,51,0.4929906542056075,0.02439580483356133,0.0015389876880984952,0.025934792521659825,1.6224466375946753
70,9.22.1,MasterYi,11,Master Yi,False,,True,,,,the Wuju Bladesman,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...",Assassin',Fighter',Mana,10,4,2,4,MasterYi.png,champion2.png,champion,0,48,48,48,598.56,92,250.56,42.0,355,33.0,3.0,32.1,1.25,125,7.5,0.65,7.256,0.45,0,0,66.0,3.0,2.0,0.679,9111,1419,11,235,145,8014,3124,4,145,235,9104,3006,14,51,51,0.5159379407616361,0.10103169174646603,0.26610237118103053,0.36713406292749656,2.269594867423393
71,9.22.1,MissFortune,21,Miss Fortune,False,,,,True,,the Bounty Hunter,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...",Marksman',,Mana,8,2,5,1,MissFortune.png,champion2.png,champion,48,48,48,48,541.0,91,325.84,35.0,325,28.0,3.0,30.0,0.5,550,3.75,0.65,8.042,0.65,0,0,50.0,2.7,3.0,0.6559999999999999,8304,3006,4,235,235,8345,3508,7,245,145,9103,1055,14,157,51,0.5390266299357208,0.1551812585499316,0.02445280437756498,0.17963406292749656,2.1471575175109954
72,9.22.1,MonkeyKing,62,Wukong,True,,True,,,,the Monkey King,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...",Fighter',Tank',Mana,8,5,2,3,MonkeyKing.png,champion2.png,champion,96,48,48,48,577.8,85,265.84,38.0,345,34.0,3.5,32.1,1.25,175,6.0,0.65,8.042,0.65,0,0,68.0,4.0,3.0,0.711,8143,3147,4,145,145,8138,3142,14,157,157,8112,3071,11,235,412,0.5241935483870968,0.028271773825809393,0.0026789785681714546,0.030950752393980846,2.240875912408759
73,9.22.1,Mordekaiser,82,Mordekaiser,True,True,,True,,,the Iron Revenant,"Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...",Fighter',,Shield,4,6,7,4,Mordekaiser.png,champion2.png,champion,144,48,48,48,575.0,90,100.0,0.0,335,37.0,3.0,32.0,1.25,175,5.0,0.75,0.0,0.0,0,0,61.0,4.0,1.0,0.625,9111,3116,4,235,235,8010,3151,12,51,157,8014,3047,14,157,51,0.519016393442623,0.08692430460556315,0.10262767897856817,0.18955198358413133,2.1181437022571936
74,9.22.1,Morgana,25,Morgana,True,,,,,True,the Fallen,"Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...",Mage',Support',Mana,1,6,8,1,Morgana.png,champion2.png,champion,192,48,48,48,560.0,90,340.0,60.0,330,25.0,3.8,30.0,0.5,450,5.5,0.4,11.0,0.4,0,0,56.0,3.5,1.53,0.625,8226,3157,4,51,235,8237,3117,14,145,145,8313,3092,3,245,412,0.5025943396226416,0.1208390332877337,0.49626652986776104,0.6171055631554947,1.5341766723842196
75,9.22.1,Nami,267,Nami,True,,,,,True,the Tidecaller,"A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...",Support',Mage',Mana,4,3,7,5,Nami.png,champion2.png,champion,240,48,48,48,489.32,74,377.24,43.0,335,29.0,4.0,30.0,0.5,550,5.5,0.55,11.5,0.4,0,0,51.208,3.1,2.61,0.644,8226,3117,4,145,235,8214,3504,14,51,51,8237,3107,3,245,145,0.5158292187046181,0.09812471500227998,0.0065549475604195166,0.1046796625626995,1.3639262934089298
76,9.22.1,Nasus,75,Nasus,False,True,,,,,the Curator of the Sands,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...",Fighter',Tank',Mana,7,5,6,6,Nasus.png,champion2.png,champion,288,48,48,48,561.2,90,325.6,42.0,350,34.0,3.5,32.1,1.25,125,9.0,0.9,7.44,0.5,0,0,67.0,3.5,3.48,0.638,8446,3078,4,235,235,8437,3111,12,145,145,8347,3065,6,245,157,0.5011600928074246,0.06141700866393069,0.04753761969904241,0.1089546283629731,1.9068164652567976
77,9.22.1,Nautilus,111,Nautilus,True,,,,,True,the Titan of the Depths,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...",Tank',Fighter',Mana,4,6,6,6,Nautilus.png,champion2.png,champion,336,48,48,48,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,0,0,61.0,3.3,1.0,0.706,8439,3401,4,145,235,8473,3117,14,51,145,8345,2055,12,157,412,0.5170186769069646,0.16327519379844962,0.29853511171910624,0.46181030551755586,1.4583745670460169
78,9.22.1,Neeko,518,Neeko,True,,,True,,True,the Curious Chameleon,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...",Mage',Support',Mana,1,1,9,5,Neeko.png,champion2.png,champion,384,48,48,48,540.0,90,450.0,30.0,340,21.0,4.0,30.0,0.5,550,7.5,0.75,7.0,0.7,0,0,48.0,2.5,3.0,0.625,8345,3020,4,145,235,8139,3285,14,51,145,8347,1056,12,235,51,0.49348534201954397,0.03499772001823986,0.006782945736434108,0.041780665754673964,1.865946724262059
79,9.22.1,Nidalee,76,Nidalee,False,,True,,,,the Bestial Huntress,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",Assassin',Mage',Mana,5,4,7,8,Nidalee.png,champion2.png,champion,432,48,48,48,545.0,85,295.6,45.0,335,28.0,3.5,30.0,0.5,525,6.0,0.6,6.0,0.8,0,0,61.0,3.5,3.22,0.638,8143,1414,4,145,235,8138,3100,11,235,64,8112,3020,14,51,51,0.4604105571847507,0.029155266757865936,0.0025934792521659826,0.03174874601003192,2.2143598615916953
80,9.22.1,Nocturne,56,Nocturne,True,True,True,True,,,the Eternal Nightmare,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",Assassin',Fighter',Mana,9,5,2,4,Nocturne.png,champion2.png,champion,0,96,48,48,585.0,85,275.0,35.0,345,38.0,3.5,32.1,1.25,125,8.5,0.75,7.0,0.45,0,0,62.0,3.1,2.7,0.721,8014,3147,4,51,51,9104,3111,11,235,145,8106,3026,14,145,235,0.5115137787844469,0.07549589603283174,0.03317373461012312,0.10866963064295487,2.251340996168582
81,9.22.1,Nunu,20,Nunu & Willump,True,,True,,,,the Boy and His Yeti,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",Tank',Fighter',Mana,4,6,7,4,Nunu.png,champion2.png,champion,48,96,48,48,570.0,82,280.0,42.0,345,32.0,3.0,32.1,1.25,125,5.0,0.8,7.0,0.5,0,0,61.0,3.0,2.25,0.625,8439,1413,4,235,145,8429,3111,11,145,235,8453,3742,14,51,51,0.5147766323024054,0.0414671682626539,0.018040355677154583,0.05950752393980848,1.7499664834428208
